"product.productid","product.total_amount","product.total_quantity","product.total_customer"
"79284","44.9900016785","1","1"
"79361","548.0","6","5"
"79366","1193.73999023","16","16"
"79370","298.839996338","3","2"
"79389","139.0","1","1"
"79455","97.5","1","1"
"79515","110.0","1","1"
"79528","686.030029297","3","3"
"79538","153.0","2","2"
"79546","127.489997864","1","1"
"79576","325.0","4","4"
"79636","247.990005493","2","2"
"79736","49.0","1","1"
"80353","112.5","1","1"
"80375","33.3800010681","1","1"
"80528","139.899993896","1","1"
"80698","179.0","2","2"
"80701","96.75","1","1"
"80707","390.75","4","4"
"80712","819.5","4","4"
"80737","57.0","1","1"
"80919","85.4899978638","1","1"
"80924","79.9899978638","1","1"
"80926","963.729980469","4","4"
"80942","110.0","1","1"
"80943","180.0","2","2"
"80951","1039.25","2","2"
"80989","112.489997864","1","1"
"81053","91.8000030518","2","2"
"81237","195.0","1","1"
"81448","123.880004883","2","2"
"81521","82.4199981689","1","1"
"81532","134.25","1","1"
"81645","39.9900016785","1","1"
"81650","139.0","1","1"
"81651","320.0","3","3"
"81663","142.419998169","1","1"
"81666","225.0","3","2"
"81667","150.0","2","2"
"81675","75.0","1","1"
"81821","89.9899978638","1","1"
"81824","1089.77001953","7","7"
"81942","89.0","1","1"
"81955","109.0","1","1"
"82001","120.0","1","1"
"82004","108.75","1","1"
"82059","209.979995728","2","2"
"82080","185.0","1","1"
"82575","238.630004883","3","3"
"82580","65.9899978638","1","1"
"82667","93.4000015259","2","1"
"82715","45.0","1","1"
"82720","89.9000015259","1","1"
"82735","159.800003052","2","2"
"82738","89.0","1","1"
"82739","88.0","1","1"
"82784","254.25","1","1"
"82806","178.0","2","2"
"82808","129.0","1","1"
"82813","589.91998291","11","11"
"82816","86.9800033569","1","1"
"82817","205.399993896","4","3"
"82818","59.0","1","1"
"82831","127.900001526","1","1"
"82835","145.0","1","1"
"82836","134.100006104","1","1"
"82842","159.0","1","1"
"82844","746.0","3","3"
"82853","119.25","1","1"
"82855","141.75","1","1"
"82867","1259.75","2","2"
"82869","1020.75","6","6"
"82872","289.0","1","1"
"82943","210.0","2","2"
"82959","1792.0","3","3"
"83003","63.7400016785","1","1"
"83009","330.179992676","2","2"
"83011","74.9899978638","1","1"
"83020","198.299987793","3","3"
"83146","56.25","1","1"
"83156","44.9900016785","1","1"
"83173","24.0","1","1"
"83175","86.7200012207","3","2"
"83184","314.25","1","1"
"83266","221.25","1","1"
"83293","375.0","2","2"
"83366","179.839996338","2","2"
"83377","98.0999984741","1","1"
"83384","262.25","3","3"
"83385","81.75","1","1"
"83394","159.839996338","2","2"
"83401","74.9199981689","1","1"
"83404","164.839996338","2","2"
"83412","139.979995728","2","2"
"83588","172.5","2","2"
"83605","227.5","3","3"
"83614","30.3199996948","1","1"
"83617","29.8999996185","1","1"
"83625","24.8999996185","1","1"
"83632","492.25","3","3"
"83651","567.0","4","3"
"83660","381.0","2","2"
"83697","1564.0","2","2"
"83716","112.5","1","1"
"83754","121.25","2","2"
"83770","26.25","1","1"
"83809","1338.0","1","1"
"83810","148.5","1","1"
"83903","1834.30004883","12","12"
"83950","118.900001526","1","1"
"84046","169.0","1","1"
"84051","135.0","1","1"
"84156","37.5","1","1"
"84157","90.9000015259","2","2"
"84198","74.9199981689","1","1"
"84219","99.9000015259","1","1"
"84230","59.9000015259","1","1"
"84248","86.5999984741","1","1"
"84252","64.8799972534","1","1"
"84254","75.0","1","1"
"84322","89.0","1","1"
"84328","187.339996338","2","2"
"84330","184.0","1","1"
"84353","509.0","2","2"
"84356","1410.0","8","8"
"84358","1452.75","9","9"
"84360","225.0","1","1"
"84367","200.0","1","1"
"84369","184.0","1","1"
"84370","287.5","2","2"
"84371","95.0","1","1"
"84372","120.0","1","1"
"84534","149.0","1","1"
"84535","428.75","4","4"
"84537","187.5","1","1"
"84581","660.0","1","1"
"84588","445.0","1","1"
"84610","169.5","1","1"
"84855","109.989997864","1","1"
"84870","146.25","2","2"
"84908","1565.25","3","3"
"84970","67.5","1","1"
"85033","74.25","1","1"
"85034","59.25","1","1"
"85038","125.5","1","1"
"85111","131.080001831","2","2"
"85160","159.899993896","1","1"
"85166","222.75","2","2"
"85181","97.4199981689","1","1"
"85183","169.899993896","1","1"
"85189","162.5","3","3"
"85251","123.75","1","1"
"85288","119.989997864","1","1"
"85293","768.58001709","9","9"
"85298","87.0","1","1"
"85307","78.75","1","1"
"85309","314.0","3","3"
"85346","393.75","3","3"
"85358","259.690002441","2","2"
"85366","322.339996338","4","4"
"85391","139.0","1","1"
"85398","129.0","1","1"
"85400","754.5","8","8"
"85401","193.5","2","2"
"85402","667.25","6","6"
"85403","96.75","1","1"
"85405","236.25","2","2"
"85419","1197.5","13","12"
"85420","562.900024414","6","6"
"85429","22.3999996185","1","1"
"85475","145.75","2","2"
"85477","197.989990234","2","2"
"85478","396.0","2","2"
"85486","111.199996948","1","1"
"85495","134.25","1","1"
"85541","129.989990234","2","2"
"85542","110.75","2","2"
"86210","1110.0","9","9"
"86220","160.0","1","1"
"86225","200.0","3","3"
"86228","156.5","1","1"
"86268","97.5","1","1"
"86523","310.0","4","4"
"86590","99.9000015259","1","1"
"86598","475.0","5","3"
"86603","82.5","1","1"
"86606","247.5","3","2"
"86614","110.0","1","1"
"86615","270.0","3","3"
"86630","165.0","2","2"
"86648","178.5","2","2"
"86652","73.5","1","1"
"86656","119.0","1","1"
"86667","449.540008545","5","5"
"86668","218.0","2","2"
"86670","74.9199981689","1","1"
"86671","74.9199981689","1","1"
"87564","65.0","1","1"
"87602","160.0","2","2"
"87771","65.0","1","1"
"87775","163.5","2","2"
"87791","81.75","1","1"
"87797","483.75","5","5"
"87802","451.5","4","4"
"87806","129.0","1","1"
"87814","2360.91992188","15","10"
"87815","90.0","1","1"
"87817","3517.42993164","16","16"
"87819","262.5","2","2"
"87850","60.0","1","1"
"87858","96.75","1","1"
"87873","149.0","1","1"
"87875","616.5","4","3"
"87876","574.75","4","4"
"87879","179.0","1","1"
"87888","139.0","1","1"
"87891","113.5","1","1"
"87892","155.0","1","1"
"87893","799.25","6","6"
"87922","75.0","1","1"
"87924","148.75","2","2"
"87943","99.0","1","1"
"87988","56.25","1","1"
"88016","69.9000015259","1","1"
"88062","154.429992676","2","2"
"88065","126.75","1","1"
"88071","502.989990234","4","4"
"88072","376.0","4","4"
"88140","78.75","1","1"
"88154","70.8799972534","1","1"
"88156","184.0","3","3"
"88198","235.990005493","4","4"
"88201","74.2600021362","2","2"
"88259","150.0","2","2"
"88305","395.0","5","5"
"88338","56.0200004578","1","1"
"88366","22.4200000763","1","1"
"88367","42.5","1","1"
"88380","33.75","1","1"
"88424","87.75","1","1"
"88538","100.0","1","1"
"88612","45.0","1","1"
"88629","600.890014648","5","5"
"88648","347.5","3","3"
"88672","209.979995728","2","2"
"88776","78.75","1","1"
"88779","23.8500003815","1","1"
"88856","62.0","1","1"
"88858","72.0","1","1"
"88878","63.75","1","1"
"88894","229.75","3","3"
"88952","78.0","2","2"
"88954","255.0","5","5"
"89058","48.75","1","1"
"89064","39.9000015259","1","1"
"89139","112.5","1","1"
"89142","87.0","1","1"
"89173","91.6999969482","1","1"
"89195","22.4200000763","1","1"
"89200","114.0","6","6"
"89299","59.9900016785","1","1"
"89302","560.200012207","8","7"
"89305","367.440002441","7","7"
"89312","52.4900016785","1","1"
"89316","52.4900016785","1","1"
"89348","173.0","1","1"
"89520","47.9900016785","1","1"
"89532","475.230010986","3","3"
"89851","250.0","1","1"
"90087","75.0","1","1"
"90089","2520.75","15","15"
"90182","325.630004883","4","3"
"90257","64.0","1","1"
"90296","80.5","1","1"
"90326","51.7999992371","2","2"
"90343","20.2399997711","1","1"
"90354","75.0","1","1"
"90363","847.25","6","6"
"90413","324.970001221","3","3"
"90841","176.25","1","1"
"90843","357.5","2","2"
"90886","85.0","1","1"
"91085","277.0","2","1"
"91087","407.399993896","3","2"
"91110","507.489990234","7","6"
"91143","29.0","1","1"
"91443","779.989990234","2","2"
"91447","67.4899978638","1","1"
"91449","96.0","1","1"
"91450","636.679992676","8","8"
"91452","89.9899978638","1","1"
"91475","261.75","1","1"
"91492","74.9899978638","1","1"
"91519","79.0","1","1"
"91527","60.0","1","1"
"91543","183.240005493","1","1"
"91595","119.25","1","1"
"91596","347.5","3","3"
"91605","322.5","3","3"
"91606","172.5","2","2"
"91811","243.75","4","3"
"91835","150.0","2","2"
"91903","29.9899997711","1","1"
"91931","51.5","1","1"
"91934","55.0","1","1"
"91952","150.0","1","1"
"91967","295.0","2","2"
"92022","239.779998779","1","1"
"92027","45.0","1","1"
"92115","573.400024414","7","5"
"92166","296.0","5","5"
"92200","60.0","1","1"
"92270","28.0","1","1"
"92327","69.9899978638","1","1"
"92495","105.0","1","1"
"92503","68.0","1","1"
"92532","99.9000015259","1","1"
"92600","65.0","1","1"
"92672","64.4199981689","1","1"
"92695","60.0","1","1"
"92696","138.75","2","2"
"92790","251.800003052","2","1"
"92800","195.0","6","5"
"92815","36.0","1","1"
"92849","86.25","1","1"
"92898","130.699996948","1","1"
"92968","77.0","1","1"
"93025","175.0","1","1"
"93194","20.0","1","1"
"93318","93.75","1","1"
"93320","378.75","4","3"
"93323","130.0","1","1"
"93324","1207.97998047","10","9"
"93387","304.989990234","4","3"
"93447","59.4000015259","1","1"
"93464","192.479995728","2","2"
"93465","82.4899978638","1","1"
"93592","1138.97998047","8","8"
"93595","33.5","1","1"
"93614","176.760009766","4","4"
"93622","462.5","4","4"
"93660","82.3600006104","2","1"
"93661","48.75","1","1"
"93765","65.0","1","1"
"93769","79.0","1","1"
"93770","95.0","1","1"
"93924","119.0","1","1"
"94069","628.880004883","1","1"
"94494","138.75","1","1"
"94516","165.0","1","1"
"94522","140.0","3","3"
"94527","80.0","1","1"
"94528","60.0","1","1"
"94777","138.75","1","1"
"94994","39.9900016785","1","1"
"95088","59.9900016785","1","1"
"95090","109.490005493","3","2"
"95095","58.5999984741","1","1"
"95238","99.0","1","1"
"95247","198.25","2","2"
"95248","125.0","1","1"
"95281","29.9899997711","1","1"
"95326","80.0","1","1"
"95482","190.75","2","2"
"95483","670.349975586","5","5"
"95811","148.0","2","2"
"95850","17.3500003815","1","1"
"95967","14.9899997711","1","1"
"95974","18.6800003052","1","1"
"96047","215.0","1","1"
"96114","1954.77001953","23","20"
"96190","186.75","1","1"
"96237","98.9899978638","1","1"
"96292","67.9000015259","1","1"
"96301","82.5","1","1"
"96310","74.9000015259","1","1"
"96407","55.0","1","1"
"96416","79.0","1","1"
"96451","245.25","3","3"
"96542","298.0","1","1"
"96562","30.6000003815","1","1"
"96605","29.25","1","1"
"96606","216.369995117","7","6"
"96707","102.0","1","1"
"96781","41.25","1","1"
"96872","158.820007324","4","4"
"96895","80.5999984741","2","1"
"96922","235.0","1","1"
"96948","44.25","1","1"
"97001","165.5","3","3"
"97107","29.9899997711","1","1"
"97173","635.130004883","1","1"
"97286","225.0","2","2"
"97289","346.899993896","3","3"
"97293","124.5","1","1"
"97417","112.419998169","1","1"
"97418","129.899993896","1","1"
"97534","79.9899978638","1","1"
"97536","149.25","1","1"
"97541","84.5","1","1"
"97627","54.75","1","1"
"97706","199.800003052","2","2"
"97787","402.5","3","3"
"97800","108.75","1","1"
"97867","260.0","4","3"
"97952","148.5","1","1"
"97964","1048.25","5","5"
"98059","21.2000007629","1","1"
"98070","71.25","1","1"
"98101","19.8999996185","1","1"
"98115","59.25","1","1"
"98116","120.75","2","2"
"98132","264.880004883","3","3"
"98143","79.0","1","1"
"98151","163.589996338","2","2"
"98170","34.2999992371","1","1"
"98176","152.600006104","2","2"
"98179","89.25","1","1"
"98192","165.0","2","2"
"98194","80.0","1","1"
"98273","119.900001526","1","1"
"98332","46.9000015259","1","1"
"98382","71.0","1","1"
"98387","41.6199989319","1","1"
"98431","1151.98999023","5","5"
"98529","276.25","4","3"
"98535","1432.45996094","10","9"
"98537","706.880004883","9","8"
"98540","617.450012207","5","5"
"98561","180.0","4","4"
"98564","49.9900016785","1","1"
"98572","149.0","1","1"
"98576","387.0","4","4"
"98713","1182.75","1","1"
"98721","150.0","1","1"
"98725","112.5","1","1"
"98901","50.9000015259","1","1"
"98984","44.25","1","1"
"99144","27.8999996185","1","1"
"99166","295.0","1","1"
"99200","48.6800003052","1","1"
"99224","26.3999996185","1","1"
"99229","41.0","1","1"
"99256","360.0","1","1"
"99283","22.5","3","3"
"99284","45.0","6","6"
"99299","465.0","1","1"
"99301","333.41998291","4","4"
"99327","46.0","1","1"
"99330","82.4199981689","2","2"
"99332","367.799987793","6","5"
"99333","737.479980469","4","4"
"99348","133.740005493","3","2"
"99349","97.4800033569","2","2"
"99351","59.9000015259","1","1"
"99459","109.769996643","1","1"
"99460","842.349975586","1","1"
"99461","75.0","1","1"
"99509","130.0","2","2"
"99511","191.25","4","2"
"99515","1.36000001431","1","1"
"99606","105.0","1","1"
"99612","39.6800003052","1","1"
"99748","99.0","1","1"
"99757","119.0","1","1"
"99884","49.7999992371","2","2"
"99951","65.25","1","1"
"100034","55.0","1","1"
"100113","69.0","1","1"
"100126","75.0","1","1"
"100148","21.0","1","1"
"100198","63.6800003052","1","1"
"100254","567.5","3","3"
"100256","831.75","4","3"
"100257","297.899993896","1","1"
"100269","275.709991455","1","1"
"100273","13.5","1","1"
"100353","324.989990234","6","6"
"100405","26.25","1","1"
"100418","119.0","1","1"
"100419","96.75","1","1"
"100420","120.0","1","1"
"100431","332.5","2","2"
"100434","215.0","1","1"
"100448","25.0","1","1"
"100484","49.9900016785","1","1"
"100486","59.9900016785","1","1"
"100490","89.9800033569","2","2"
"100491","59.9900016785","1","1"
"100500","258.0","4","4"
"100503","39.9900016785","1","1"
"100507","26.25","1","1"
"100508","26.25","1","1"
"100514","48.7400016785","1","1"
"100564","797.0","1","1"
"100565","100.0","1","1"
"100605","60.0","1","1"
"100810","100.0","2","2"
"100811","66.0","1","1"
"100831","71.25","1","1"
"100841","2637.0","7","7"
"100850","172.5","1","1"
"100854","1333.59997559","1","1"
"100873","69.0","1","1"
"100903","7.0","1","1"
"100919","122.479995728","2","2"
"100933","12.6800003052","1","1"
"100949","127.5","1","1"
"100955","75.0","1","1"
"101030","45.0","1","1"
"101035","70.2399978638","1","1"
"101043","89.9899978638","1","1"
"101048","155.630004883","3","3"
"101057","164.970001221","3","3"
"101064","179.979995728","2","2"
"101077","61.9000015259","8","8"
"101078","80.0","7","7"
"101079","4.0","1","1"
"101351","63.0","1","1"
"101365","69.0","1","1"
"101419","70.0","1","1"
"101445","52.5","1","1"
"101488","134.25","1","1"
"101542","150.0","1","1"
"101543","1460.0","1","1"
"101576","75.0","1","1"
"101614","310.0","3","3"
"101622","1513.25","2","2"
"101625","129.0","1","1"
"101632","362.5","3","3"
"101633","101.25","1","1"
"101635","134.100006104","1","1"
"101641","375.220001221","4","4"
"101665","33.0","1","1"
"101714","93.5","1","1"
"101718","419.959991455","4","4"
"101724","142.899993896","1","1"
"101726","77.9000015259","1","1"
"101728","60.0","1","1"
"101729","251.989990234","3","3"
"101837","279.799987793","2","1"
"101952","28.0","4","3"
"102025","99.0","1","1"
"102028","92.7600021362","1","1"
"102036","90.0","1","1"
"102038","275.0","3","3"
"102045","128.0","1","1"
"102050","138.75","1","1"
"102072","67.0","1","1"
"102075","112.489997864","1","1"
"102092","295.0","1","1"
"102093","7.5","1","1"
"102155","71.1800003052","1","1"
"102157","308.75","4","3"
"102161","201.25","2","2"
"102164","95.0","1","1"
"102165","109.0","1","1"
"102169","109.0","1","1"
"102171","78.75","1","1"
"102206","70.2399978638","1","1"
"102211","74.9899978638","1","1"
"102219","69.9899978638","1","1"
"102223","74.9899978638","1","1"
"102224","76.4899978638","1","1"
"102225","210.0","2","1"
"102227","74.2799987793","1","1"
"102230","67.4899978638","1","1"
"102234","77.5599975586","1","1"
"102238","74.9899978638","1","1"
"102252","273.0","2","2"
"102255","82.5","1","1"
"102270","206.649993896","2","2"
"102272","89.25","1","1"
"102282","99.0","1","1"
"102289","99.9899978638","1","1"
"102295","1380.80004883","3","3"
"102370","297.5","2","2"
"102376","600.0","5","5"
"102378","62.5","2","2"
"102380","23.2000007629","1","1"
"102398","142.580001831","3","3"
"102403","65.9899978638","1","1"
"102404","99.0","1","1"
"102411","152.5","3","3"
"102413","59.9000015259","1","1"
"102426","111.75","1","1"
"102430","101.25","1","1"
"102431","284.200012207","4","4"
"102432","49.5","1","1"
"102434","112.319999695","2","2"
"102435","237.220001221","3","3"
"102437","79.8000030518","2","2"
"102440","69.9000015259","1","1"
"102445","104.129997253","1","1"
"102446","85.0","1","1"
"102448","67.4199981689","1","1"
"102463","39.9000015259","1","1"
"102470","280.0","2","1"
"102474","82.5","1","1"
"102476","91.8799972534","1","1"
"102480","62.9199981689","1","1"
"102489","129.0","1","1"
"102497","120.0","1","1"
"102515","426.25","3","3"
"102535","125.0","1","1"
"102536","99.9899978638","1","1"
"102537","109.900001526","1","1"
"102538","389.779998779","1","1"
"102543","59.9199981689","1","1"
"102575","302.5","3","3"
"102576","643.5","1","1"
"102579","156.75","1","1"
"102580","160.5","1","1"
"102593","100.0","1","1"
"102599","385.0","4","4"
"102676","36.7000007629","1","1"
"102678","48.9000015259","1","1"
"102684","202.899993896","3","3"
"102686","28.4200000763","1","1"
"102693","36.75","1","1"
"102743","79.9899978638","1","1"
"102753","279.989990234","1","1"
"102756","104.989997864","1","1"
"102757","234.980010986","2","1"
"102758","97.4899978638","1","1"
"102772","90.0","1","1"
"102826","89.9899978638","1","1"
"102831","99.9899978638","1","1"
"102866","306.25","2","2"
"102869","149.25","1","1"
"102872","253.839996338","2","2"
"102877","175.0","1","1"
"102914","89.25","1","1"
"102934","112.5","1","1"
"102957","69.9899978638","1","1"
"102960","67.9899978638","1","1"
"102963","119.980003357","2","2"
"102964","629.869995117","4","4"
"102978","67.4899978638","1","1"
"102988","79.9899978638","1","1"
"102992","52.4900016785","1","1"
"103000","269.700012207","3","3"
"103003","209.720001221","3","3"
"103005","49.9000015259","1","1"
"103010","199.800003052","2","2"
"103019","74.9199981689","1","1"
"103022","124.989997864","1","1"
"103026","129.899993896","1","1"
"103043","26.8999996185","1","1"
"103044","51.7999992371","2","2"
"103045","18.6800003052","1","1"
"103051","98.7000045776","3","3"
"103052","37.9000015259","1","1"
"103054","59.7999992371","2","2"
"103055","29.8999996185","1","1"
"103056","44.9000015259","1","1"
"103058","341.399993896","5","4"
"103060","39.7999992371","2","2"
"103061","20.8999996185","1","1"
"103064","41.7999992371","2","2"
"103071","29.8999996185","1","1"
"103076","54.4000015259","1","1"
"103096","68.0","1","1"
"103104","64.0","1","1"
"103111","36.0","1","1"
"103123","64.9899978638","1","1"
"103127","97.4899978638","1","1"
"103129","261.480010986","5","5"
"103132","359.0","1","1"
"103133","147.479995728","2","2"
"103135","129.990005493","1","1"
"103137","97.4899978638","1","1"
"103139","1531.0","1","1"
"103149","67.4199981689","1","1"
"103161","109.989997864","1","1"
"103171","107.0","1","1"
"103175","544.950012207","5","5"
"103203","622.5","3","3"
"103205","622.489990234","3","3"
"103224","212.850006104","2","2"
"103225","119.0","1","1"
"103227","111.75","1","1"
"103230","793.25","4","4"
"103242","160.679992676","2","2"
"103246","69.0","1","1"
"103252","209.75","3","3"
"103257","87.9899978638","1","1"
"103263","129.979995728","2","2"
"103265","179.979995728","2","2"
"103271","115.0","1","1"
"103283","127.740005493","2","2"
"103356","66.4700012207","1","1"
"103435","259.899993896","1","1"
"103439","89.9199981689","1","1"
"103442","82.4199981689","1","1"
"103446","141.0","2","1"
"103458","218.899993896","2","1"
"103464","104.25","1","1"
"103466","194.839996338","2","2"
"103510","39.0","1","1"
"103511","31.5","1","1"
"103536","585.0","1","1"
"103546","125.0","3","3"
"103555","48.75","1","1"
"103565","174.800003052","3","2"
"103581","89.0","1","1"
"103592","262.5","2","2"
"103621","58.1699981689","1","1"
"103623","169.800003052","2","2"
"103667","84.0","2","2"
"103672","315.0","1","1"
"103675","277.0","1","1"
"103676","154.589996338","3","2"
"103696","84.0","1","1"
"103741","156.25","2","2"
"103748","139.990005493","1","1"
"103757","94.9800033569","2","2"
"103775","74.9899978638","1","1"
"103786","716.630004883","6","6"
"103799","134.25","1","1"
"103833","109.989997864","1","1"
"103857","150.0","1","1"
"103859","135.0","1","1"
"103862","125.0","1","1"
"103867","280.0","2","2"
"103896","130.720001221","4","4"
"103917","154.699996948","1","1"
"103928","169.820007324","2","2"
"103932","93.75","1","1"
"103936","1144.85998535","10","10"
"103947","105.0","1","1"
"103955","135.0","1","1"
"103960","264.0","2","2"
"104002","140.0","2","2"
"104004","67.5","1","1"
"104008","100.0","1","1"
"104039","96.2300033569","2","2"
"104047","1248.5300293","4","4"
"104061","82.4199981689","1","1"
"104086","147.5","2","2"
"104090","108.0","1","1"
"104095","85.0","1","1"
"104097","250.0","3","3"
"104102","82.5","1","1"
"104106","192.0","2","2"
"104114","101.0","1","1"
"104118","1557.5","17","17"
"104120","90.0","1","1"
"104130","269.0","2","2"
"104142","90.0","1","1"
"104144","69.9899978638","1","1"
"104168","74.9899978638","1","1"
"104256","179.800003052","2","2"
"104257","704.520019531","4","4"
"104259","119.900001526","1","1"
"104262","244.819992065","2","2"
"104265","119.900001526","1","1"
"104271","1431.75","3","3"
"104273","547.25","3","3"
"104274","96.75","1","1"
"104279","285.75","2","2"
"104283","141.75","1","1"
"104285","119.25","1","1"
"104288","64.5","1","1"
"104304","56.5","1","1"
"104312","148.0","2","2"
"104314","71.25","1","1"
"104316","130.0","1","1"
"104317","116.25","1","1"
"104319","100.0","1","1"
"104327","80.9000015259","1","1"
"104329","158.0","2","2"
"104331","59.25","1","1"
"104333","22.5","1","1"
"104342","402.5","4","4"
"104352","1027.0","3","2"
"104353","89.0","1","1"
"104354","66.75","1","1"
"104355","155.739990234","2","2"
"104356","222.75","3","3"
"104366","26.25","1","1"
"104372","55.0","1","1"
"104377","30.8799991608","1","1"
"104379","47.5","1","1"
"104396","55.0","1","1"
"104405","162.5","3","2"
"104406","86.25","2","2"
"104425","164.990005493","3","3"
"104429","883.489990234","11","10"
"104430","451.25","2","2"
"104431","431.25","6","6"
"104433","86.0","1","1"
"104436","55.0","1","1"
"104437","315.0","4","4"
"104438","314.979980469","3","3"
"104440","1466.93005371","11","11"
"104446","9319.70019531","106","101"
"104450","927.25","2","2"
"104473","89.9000015259","1","1"
"104491","139.0","2","2"
"104503","35.0","1","1"
"104504","315.0","1","1"
"104526","192.470001221","3","3"
"104530","199.899993896","1","1"
"104536","201.75","1","1"
"104544","45.0","1","1"
"104552","104.989997864","4","4"
"104553","113.75","4","4"
"104554","180.5","7","7"
"104555","91.4199981689","3","3"
"104574","105.0","1","1"
"104582","193.5","2","2"
"104586","218.0","2","2"
"104590","119.0","1","1"
"104593","934.020019531","1","1"
"104605","236.600006104","2","2"
"104610","80.7399978638","1","1"
"104614","68.6999969482","1","1"
"104669","142.490005493","1","1"
"104671","227.480010986","2","2"
"104673","196.38999939","2","2"
"104686","34.0299987793","1","1"
"104695","35.0","1","1"
"104724","240.0","1","1"
"104741","133.5","2","2"
"104749","217.899993896","1","1"
"104758","40.0","1","1"
"104761","45.0","1","1"
"104771","172.240005493","3","2"
"104775","135.0","1","1"
"104778","145.0","1","1"
"104779","361.470001221","3","3"
"104886","49.9900016785","1","1"
"104901","84.3700027466","1","1"
"104915","178.0","1","1"
"104920","111.0","1","1"
"104921","111.0","1","1"
"104956","47.0","1","1"
"104969","57.5","1","1"
"104973","70.0","1","1"
"104974","351.700012207","5","5"
"104984","60.0","1","1"
"104985","63.0","1","1"
"105005","70.0","1","1"
"105008","131.25","3","3"
"105024","42.9000015259","1","1"
"105025","59.9000015259","1","1"
"105030","96.5199966431","3","3"
"105046","59.9799995422","2","2"
"105047","29.9899997711","1","1"
"105057","269.959991455","4","4"
"105058","159.979995728","2","1"
"105092","49.0","1","1"
"105117","1035.15002441","5","5"
"105120","119.25","1","1"
"105138","475.600006104","9","9"
"105139","74.0","1","1"
"105146","166.0","2","1"
"105160","65.4199981689","1","1"
"105166","89.0","1","1"
"105172","42.5","1","1"
"105173","51.0","1","1"
"105177","46.9000015259","1","1"
"105189","61.5","1","1"
"105190","50.9199981689","1","1"
"105197","141.0","2","2"
"105203","52.4900016785","1","1"
"105206","197.470001221","3","3"
"105208","64.9899978638","1","1"
"105211","121.229995728","2","2"
"105214","75.0","1","1"
"105224","155.0","1","1"
"105230","186.75","1","1"
"105232","149.0","1","1"
"105241","351.0","2","2"
"105243","121.080001831","2","2"
"105244","139.979995728","2","2"
"105248","75.0","1","1"
"105253","1208.25","9","8"
"105278","82.4800033569","2","2"
"105279","89.9800033569","2","2"
"105280","199.950012207","5","3"
"105282","29.9899997711","1","1"
"105283","38.2400016785","1","1"
"105284","44.9900016785","1","1"
"105290","44.9900016785","1","1"
"105292","118.989997864","1","1"
"105298","408.100006104","4","4"
"105299","546.25","6","5"
"105310","78.75","1","1"
"105334","1794.65991211","2","2"
"105342","159.0","1","1"
"105382","51.0999984741","1","1"
"105386","78.75","1","1"
"105389","952.479980469","11","11"
"105390","1174.0","1","1"
"105391","99.9899978638","1","1"
"105395","104.5","1","1"
"105396","695.349975586","8","8"
"105398","165.0","2","2"
"105399","224.25","1","1"
"105401","89.9899978638","1","1"
"105414","217.5","2","2"
"105416","970.059997559","8","7"
"105420","135.0","1","1"
"105423","1385.20996094","12","12"
"105427","74.9899978638","1","1"
"105428","79.8799972534","1","1"
"105436","105.0","1","1"
"105445","109.0","1","1"
"105447","145.75","2","2"
"105448","449.5","3","3"
"105450","247.989990234","2","2"
"105451","194.010009766","2","2"
"105457","417.0","1","1"
"105458","111.75","1","1"
"105484","30.0","1","1"
"105513","250.75","2","2"
"105575","112.5","1","1"
"105578","210.0","2","2"
"105588","130.0","1","1"
"105590","1265.40002441","4","4"
"105594","300.0","3","3"
"105598","23.25","1","1"
"105601","33.5","1","1"
"105602","0.0","1","1"
"105605","106.990005493","2","1"
"105609","80.6500015259","3","3"
"105621","129.0","1","1"
"105623","208.5","2","2"
"105629","111.75","1","1"
"105631","141.75","1","1"
"105633","145.5","2","2"
"105650","145.75","2","2"
"105655","79.0","1","1"
"105772","79.9899978638","1","1"
"105839","367.320007324","2","2"
"105843","849.800048828","2","2"
"105850","139.899993896","1","1"
"105862","31.8799991608","1","1"
"105865","70.0","1","1"
"105871","294.980010986","3","3"
"105884","65.4000015259","1","1"
"105906","45.9000015259","1","1"
"105935","44.8400001526","2","1"
"105940","67.2600021362","3","3"
"105941","82.2200012207","3","3"
"105944","22.4200000763","1","1"
"105948","34.9000015259","1","1"
"105952","90.0","1","1"
"105960","756.5","3","3"
"105980","105.0","1","1"
"105997","268.739990234","4","4"
"106033","69.8199996948","2","2"
"106062","197.580001831","2","2"
"106065","67.8000030518","1","1"
"106085","125.0","1","1"
"106088","51.75","1","1"
"106117","69.75","1","1"
"106129","47.25","1","1"
"106133","81.0","1","1"
"106134","241.5","3","2"
"106152","99.9899978638","1","1"
"106175","393.75","2","2"
"106183","131.25","1","1"
"106191","109.0","1","1"
"106193","90.0","1","1"
"106196","259.489990234","4","4"
"106198","63.0","1","1"
"106200","127.5","1","1"
"106203","109.870002747","1","1"
"106213","262.5","2","2"
"106268","140.0","1","1"
"106271","270.0","2","2"
"106333","122.5","2","2"
"106335","380.0","2","2"
"106336","4846.81005859","27","27"
"106338","578.5","3","3"
"106340","360.0","2","2"
"106343","130.0","1","1"
"106345","643.5","7","7"
"106347","100.0","1","1"
"106348","90.0","1","1"
"106349","100.0","1","1"
"106350","280.0","2","2"
"106352","985.0","7","7"
"106354","179.25","1","1"
"106355","300.0","2","2"
"106357","84.9000015259","1","1"
"106362","260.0","2","2"
"106364","2010.25","10","10"
