"product.productid","product.total_amount","product.total_quantity","product.total_customer"
"119617","605.0","7","7"
"119618","178.5","2","2"
"119619","75.0","1","1"
"119620","56.25","1","1"
"119623","89.0","1","1"
"119625","74.25","1","1"
"119633","111.739997864","1","1"
"119636","104.25","1","1"
"119639","120.75","2","2"
"119640","302.5","3","3"
"119641","326.489990234","4","4"
"119643","99.0","1","1"
"119645","546.0","5","5"
"119646","111.75","1","1"
"119647","223.5","2","2"
"119651","129.0","1","1"
"119652","335.239990234","3","3"
"119653","223.5","2","2"
"119655","493.0","5","5"
"119656","149.0","1","1"
"119657","1196.64001465","15","14"
"119658","384.989990234","6","6"
"119660","66.75","1","1"
"119661","125.400001526","2","2"
"119663","86.5","1","1"
"119664","199.740005493","3","3"
"119666","312.899993896","3","3"
"119669","222.779998779","3","3"
"119671","74.25","1","1"
"119672","73.0","1","1"
"119673","55.0","1","1"
"119709","675.0","1","1"
"119711","189.0","1","1"
"119713","168.0","1","1"
"119717","143.0","1","1"
"119739","71.25","1","1"
"119747","395.0","1","1"
"119757","360.0","1","1"
"119765","206.0","1","1"
"119785","225.0","1","1"
"119791","592.5","2","2"
"119792","243.75","1","1"
"119806","326.649993896","2","2"
"119809","86.25","1","1"
"119810","209.619995117","2","2"
"119812","150.0","1","1"
"119814","159.989990234","2","2"
"119816","95.0","1","1"
"119818","134.350006104","1","1"
"119819","85.0","1","1"
"119820","249.199996948","2","1"
"119823","96.75","1","1"
"119827","96.75","1","1"
"119837","69.9800033569","2","2"
"119843","34.9900016785","1","1"
"119850","31.5","1","1"
"119860","39.9900016785","1","1"
"119870","94.9800033569","2","2"
"119874","89.9800033569","2","2"
"119877","0.0","1","1"
"119879","149.25","1","1"
"119900","168.75","1","1"
"119927","45.0","1","1"
"119929","45.0","1","1"
"119930","166.240005493","5","5"
"119931","35.0","1","1"
"119933","82.5","3","3"
"119984","125.0","1","1"
"119985","357.5","4","4"
"119987","715.270019531","7","6"
"119988","270.0","2","2"
"119989","253.75","2","2"
"119991","123.680000305","1","1"
"119992","174.899993896","1","1"
"119994","968.0","2","2"
"119998","895.5","2","2"
"119999","350.0","2","2"
"120001","116.239997864","1","1"
"120005","113.0","1","1"
"120007","120.0","1","1"
"120021","187.75","2","2"
"120028","115.0","1","1"
"120034","37.1500015259","1","1"
"120039","45.7000007629","1","1"
"120043","146.25","1","1"
"120044","168.75","1","1"
"120046","172.5","1","1"
"120047","427.989990234","4","4"
"120048","258.75","3","3"
"120049","115.0","1","1"
"120050","112.5","1","1"
"120052","375.0","1","1"
"120053","86.25","1","1"
"120054","861.140014648","5","5"
"120061","139.970001221","3","3"
"120066","164.979995728","2","2"
"120069","109.989997864","1","1"
"120075","873.900024414","2","2"
"120076","198.0","1","1"
"120078","273.0","2","2"
"120082","104.25","1","1"
"120083","144.0","1","1"
"120087","101.25","1","1"
"120090","148.5","1","1"
"120102","194.0","1","1"
"120107","97.75","1","1"
"120108","86.25","1","1"
"120124","259.880004883","2","2"
"120125","111.379997253","1","1"
"120132","640.0","5","5"
"120136","160.0","1","1"
"120137","465.0","3","3"
"120142","382.5","1","1"
"120152","100.0","1","1"
"120155","281.25","1","1"
"120167","322.5","2","2"
"120173","1000.0","1","1"
"120174","249.990005493","1","1"
"120183","225.0","1","1"
"120184","106.879997253","1","1"
"120187","262.5","1","1"
"120191","337.5","1","1"
"120197","97.5","1","1"
"120201","80.0","1","1"
"120203","90.0","1","1"
"120204","145.0","2","2"
"120205","205.0","3","3"
"120206","261.869995117","2","2"
"120233","621.0","1","1"
"120235","59.9900016785","1","1"
"120237","105.0","1","1"
"120239","477.5","4","4"
"120244","175.0","2","2"
"120248","60.0","1","1"
"120249","1127.25","4","4"
"120250","130.0","1","1"
"120252","110.0","1","1"
"120254","317.5","3","3"
"120255","90.0","1","1"
"120256","110.0","1","1"
"120262","142.489990234","2","2"
"120263","472.480010986","4","4"
"120264","1527.0","3","3"
"120265","90.0","1","1"
"120267","230.0","2","2"
"120271","80.0","1","1"
"120272","112.5","1","1"
"120273","859.5","5","5"
"120274","754.989990234","4","4"
"120276","270.0","3","3"
"120277","795.979980469","7","7"
"120280","110.0","1","1"
"120282","1187.5","5","5"
"120284","22.0","1","1"
"120285","105.0","1","1"
"120324","60.0","1","1"
"120327","287.5","4","3"
"120330","60.0","1","1"
"120331","67.5","1","1"
"120333","60.0","1","1"
"120336","75.0","1","1"
"120345","5.88999986649","1","1"
"120348","67.5","1","1"
"120360","35.0","1","1"
"120362","33.0","1","1"
"120406","175.0","2","2"
"120408","888.979980469","5","5"
"120410","449.970001221","4","3"
"120411","209.979995728","2","2"
"120412","70.0","1","1"
"120413","120.0","2","2"
"120414","199.979995728","2","2"
"120418","180.0","2","2"
"120421","82.4899978638","1","1"
"120422","524.989990234","6","6"
"120423","75.0","1","1"
"120424","74.9899978638","1","1"
"120425","275.0","3","3"
"120426","240.0","2","2"
"120428","114.5","1","1"
"120435","41.5","1","1"
"120436","706.969970703","13","12"
"120438","118.0","2","2"
"120441","66.75","1","1"
"120442","59.9900016785","1","1"
"120444","59.9900016785","1","1"
"120447","149.970001221","3","3"
"120448","199.960006714","4","4"
"120452","74.9899978638","1","1"
"120458","166.25","2","2"
"120460","49.9900016785","1","1"
"120462","79.9899978638","1","1"
"120463","67.4899978638","1","1"
"120464","239.970001221","3","3"
"120475","55.0","1","1"
"120479","25.0","1","1"
"120483","18.75","1","1"
"120484","79.9000015259","1","1"
"120492","129.0","1","1"
"120499","81.75","1","1"
"120507","119.900001526","1","1"
"120508","97.4199981689","1","1"
"120515","99.9000015259","1","1"
"120519","405.690002441","3","3"
"120521","552.489990234","5","5"
"120522","67.5","1","1"
"120523","205.979995728","2","2"
"120529","315.0","4","3"
"120531","40.0","1","1"
"120537","93.75","1","1"
"120539","270.0","2","2"
"120542","75.0","1","1"
"120569","89.9899978638","1","1"
"120570","279.899993896","1","1"
"120577","180.0","2","2"
"120580","189.0","1","1"
"120585","185.0","1","1"
"120589","135.0","1","1"
"120590","116.25","1","1"
"120594","112.5","1","1"
"120596","140.0","1","1"
"120597","97.5","1","1"
"120598","101.25","1","1"
"120601","390.0","1","1"
"120609","271.25","2","2"
"120610","86.25","1","1"
"120611","658.41998291","2","2"
"120639","37.4900016785","1","1"
"120647","79.9899978638","1","1"
"120654","29.9899997711","1","1"
"120655","35.9900016785","1","1"
"120656","327.0","1","1"
"120675","75.0","1","1"
"120722","525.0","2","2"
"120727","401.630004883","5","5"
"120732","69.0","1","1"
"120733","159.5","2","2"
"120735","102.0","2","1"
"120736","239.899993896","1","1"
"120743","89.1800003052","1","1"
"120750","316.880004883","4","4"
"120752","318.700012207","5","4"
"120756","764.619995117","3","3"
"120758","230.0","1","1"
"120765","182.25","1","1"
"120766","121.5","1","1"
"120770","324.0","1","1"
"120772","945.25","3","3"
"120775","462.5","3","2"
"120778","97.5","1","1"
"120780","90.0","1","1"
"120789","130.0","1","1"
"120793","434.989990234","4","3"
"120794","214.5","2","2"
"120796","91.8799972534","1","1"
"120798","97.5","1","1"
"120799","250.239990234","2","2"
"120800","84.3799972534","1","1"
"120802","108.5","1","1"
"120803","97.5","1","1"
"120805","122.5","1","1"
"120807","59.9900016785","1","1"
"120809","90.0","2","2"
"120810","35.0","1","1"
"120816","373.5","2","2"
"120823","116.25","1","1"
"120825","637.5","3","3"
"120829","18.7000007629","1","1"
"120830","82.4899978638","1","1"
"120833","34.9900016785","1","1"
"120835","30.0","1","1"
"120837","74.9700012207","3","3"
"120853","129.979995728","2","2"
"120856","52.4199981689","1","1"
"120860","94.9900054932","2","2"
"120861","59.7200012207","2","2"
"120863","55.3499984741","1","1"
"120865","49.9900016785","1","1"
"120866","213.130004883","4","4"
"120867","58.1699981689","1","1"
"120868","119.980003357","2","1"
"120869","59.9900016785","1","1"
"120870","63.0","1","1"
"120871","96.2300033569","2","2"
"120873","94.5","2","2"
"120874","188.470001221","4","4"
"120875","59.9900016785","1","1"
"120877","119.980003357","2","2"
"120878","32.9199981689","1","1"
"120879","104.980003357","2","2"
"120882","260.190002441","5","5"
"120883","104.980003357","2","2"
"120884","59.9900016785","1","1"
"120885","110.720001221","2","2"
"120886","128.690002441","2","2"
"120888","239.960006714","4","3"
"120889","239.899993896","1","1"
"120893","69.9899978638","1","1"
"120896","504.860015869","9","9"
"120897","214.960006714","4","4"
"120898","289.220001221","5","5"
"120899","68.6999969482","1","1"
"120900","68.6999969482","1","1"
"120901","219.960006714","4","4"
"120902","164.970001221","3","3"
"120903","333.649993896","6","6"
"120904","228.770004272","3","3"
"120905","159.979995728","2","2"
"120907","69.9899978638","1","1"
"120908","119.980003357","2","2"
"120909","52.7000007629","1","1"
"120910","90.0","2","2"
"120912","49.9900016785","1","1"
"120913","38.25","1","1"
"120916","104.980003357","2","2"
"120917","698.989990234","3","3"
"120918","149.979995728","2","2"
"120919","79.9899978638","1","1"
"120920","219.880004883","3","3"
"120921","79.9899978638","1","1"
"120926","749.699951172","3","3"
"120927","249.899993896","1","1"
"120929","499.799987793","2","2"
"120931","229.899993896","1","1"
"120932","479.799987793","2","2"
"120933","219.899993896","1","1"
"120934","219.899993896","1","1"
"120937","209.899993896","1","1"
"120939","219.899993896","1","1"
"120941","199.899993896","1","1"
"120954","259.899993896","1","1"
"120960","271.0","2","2"
"120965","74.25","1","1"
"120967","208.25","2","2"
"120970","69.0","1","1"
"120971","824.950012207","7","7"
"120973","222.75","2","2"
"120980","134.25","1","1"
"120981","179.0","1","1"
"120984","241.41998291","2","2"
"120987","862.020019531","3","3"
"120992","74.9199981689","1","1"
"120994","139.800003052","2","2"
"120995","65.0","1","1"
"120996","112.319999695","2","2"
"120997","394.540008545","5","5"
"120998","324.660003662","4","4"
"121001","439.619995117","4","4"
"121002","191.25","2","2"
"121029","212.25","1","1"
"121032","139.0","1","1"
"121040","134.25","1","1"
"121047","199.0","1","1"
"121087","110.0","2","2"
"121088","190.0","4","4"
"121090","65.0","1","1"
"121096","25.0","1","1"
"121099","26.25","1","1"
"121101","31.3500003815","1","1"
"121103","120.0","1","1"
"121104","30.0","1","1"
"121112","100.0","2","2"
"121115","221.25","1","1"
"121116","427.5","2","2"
"121140","55.0","1","1"
"121148","33.0","4","3"
"121149","65.0","8","8"
"121161","119.989997864","1","1"
"121166","470.0","1","1"
"121170","1150.0","2","2"
"121176","1347.0","2","2"
"121178","485.0","1","1"
"121179","56.9900016785","1","1"
"121182","82.4199981689","1","1"
"121185","236.169998169","2","2"
"121186","538.25","5","5"
"121188","441.5","4","4"
"121192","940.380004883","2","1"
"121194","178.5","2","2"
"121196","129.260009766","3","2"
"121197","269.709991455","5","5"
"121198","93.0","2","2"
"121200","129.0","2","2"
"121201","295.0","6","6"
"121202","139.149993896","3","3"
"121205","145.0","2","2"
"121206","129.5","3","2"
"121207","40.7000007629","1","1"
"121208","103.809997559","2","2"
"121210","34.8800010681","1","1"
"121213","89.0","1","1"
"121214","88.9899978638","1","1"
"121216","74.25","1","1"
"121217","85.75","2","2"
"121220","82.5","1","1"
"121222","149.979995728","2","2"
"121223","390.0","4","4"
"121224","210.0","2","2"
"121225","180.0","2","2"
"121230","569.979980469","6","6"
"121232","260.0","2","1"
"121233","120.0","1","1"
"121234","389.989990234","4","3"
"121235","942.489990234","9","9"
"121236","292.5","3","3"
"121237","440.0","5","5"
"121238","385.0","4","4"
"121243","1262.77001953","2","2"
"121245","270.0","3","3"
"121247","135.0","1","1"
"121248","112.5","1","1"
"121250","255.0","2","2"
"121252","1619.9699707","4","2"
"121254","74.9899978638","1","1"
"121255","202.489990234","2","2"
"121259","233.899993896","2","2"
"121260","272.5","3","3"
"121262","556.0","5","5"
"121263","148.5","2","2"
"121265","372.5","3","3"
"121267","193.5","2","2"
"121268","149.0","1","1"
"121269","556.0","5","5"
"121270","208.5","2","2"
"121271","1028.58996582","9","9"
"121275","799.25","7","7"
"121276","354.75","3","3"
"121277","362.5","3","3"
"121279","89.0","1","1"
"121280","462.5","3","3"
"121281","596.0","5","5"
"121283","447.75","3","3"
"121284","104.25","1","1"
"121286","48.75","1","1"
"121287","1117.5","10","9"
"121288","921.25","7","7"
"121289","1250.94995117","6","6"
"121296","417.0","2","2"
"121297","360.0","2","2"
"121318","130.0","1","1"
"121319","210.0","2","2"
"121320","1018.75","7","6"
"121321","1850.0","5","5"
"121322","499.940002441","6","6"
"121324","189.489990234","2","2"
"121325","324.989990234","3","3"
"121326","185.869995117","2","2"
"121328","99.9899978638","1","1"
"121330","59.9900016785","1","1"
"121331","269.970001221","3","3"
"121332","798.989990234","3","3"
"121333","257.489990234","2","2"
"121334","89.9899978638","1","1"
"121335","334.970001221","4","4"
"121336","374.959991455","4","4"
"121337","365.779998779","4","3"
"121339","773.75","6","6"
"121341","192.989990234","2","2"
"121342","225.0","2","2"
"121343","651.75","1","1"
"121346","209.989990234","2","2"
"121349","422.899993896","4","4"
"121350","3478.88989258","8","8"
"121351","719.979980469","7","6"
"121352","1210.0","7","6"
"121353","906.75","5","5"
"121355","210.0","2","2"
"121357","90.0","1","1"
"121358","240.0","2","2"
"121359","2553.4699707","7","7"
"121360","1313.89001465","6","6"
"121363","144.0","1","1"
"121364","359.989990234","4","4"
"121365","550.0","6","6"
"121366","82.5","1","1"
"121367","309.989990234","4","4"
"121399","107.0","1","1"
"121404","99.0","1","1"
"121407","234.0","2","2"
"121410","127.0","1","1"
"121411","221.25","4","4"
"121415","41.25","1","1"
"121423","744.739990234","6","6"
"121424","139.0","1","1"
"121425","632.08996582","6","6"
"121426","517.559997559","6","5"
"121427","208.5","2","2"
"121430","89.25","1","1"
"121433","208.5","2","2"
"121434","89.0","1","1"
"121435","129.0","1","1"
"121436","509.130004883","4","4"
"121442","202.5","2","2"
"121443","201.25","2","2"
"121444","276.0","1","1"
"121445","382.380004883","4","4"
"121446","99.0","1","1"
"121447","86.25","1","1"
"121448","166.229995728","2","2"
"121449","70.9899978638","1","1"
"121450","187.5","2","1"
"121454","89.0","1","1"
"121458","82.2399978638","1","1"
"121459","1381.0","2","2"
"121462","74.25","1","1"
"121464","325.0","2","2"
"121469","199.0","1","1"
"121470","360.0","2","2"
"121472","530.0","3","2"
"121473","199.0","1","1"
"121483","170.0","1","1"
"121486","600.0","1","1"
"121488","185.0","1","1"
"121491","175.0","1","1"
"121494","145.0","1","1"
"121495","155.0","1","1"
"121505","220.0","1","1"
"121507","145.0","1","1"
"121509","1099.0","1","1"
"121521","175.0","1","1"
"121529","185.0","1","1"
"121532","179.899993896","1","1"
"121535","112.419998169","1","1"
"121538","359.760009766","3","2"
"121539","112.419998169","1","1"
"121540","487.159973145","4","4"
"121542","119.919998169","1","1"
"121544","74.9199981689","1","1"
"121590","163.5","2","2"
"121591","109.0","1","1"
"121609","346.320007324","4","4"
"121610","74.25","1","1"
"121611","247.5","3","2"
"121612","99.0","1","1"
"121613","268.5","2","2"
"121615","567.0","4","4"
"121619","96.75","1","1"
"121620","147.699996948","1","1"
"121622","344.25","3","3"
"121624","525.5","5","5"
"121625","104.25","1","1"
"121626","139.0","1","1"
"121632","150.0","2","1"
"121633","48.75","1","1"
"121637","1856.25","2","2"
"121641","74.1800003052","1","1"
"121643","374.760009766","4","4"
"121646","577.5","4","4"
"121647","285.0","1","1"
"121648","81.75","1","1"
"121650","320.5","2","2"
"121651","81.7399978638","1","1"
"121652","190.75","2","2"
"121653","258.0","2","2"
"121654","81.75","1","1"
"121656","289.75","3","3"
"121657","187.75","2","2"
"121659","396.0","5","5"
"121662","99.0","1","1"
"121671","90.0","1","1"
"121713","175.0","1","1"
"121718","63.75","1","1"
"121719","75.0","1","1"
"121720","186.25","3","3"
"121722","170.0","2","2"
"121724","135.0","2","2"
"121725","147.5","2","2"
"121728","375.0","4","4"
"121742","52.4900016785","1","1"
"121745","168.0","2","2"
"121746","52.4900016785","1","1"
"121747","59.9900016785","1","1"
"121752","55.9900016785","1","1"
"121753","52.4900016785","1","1"
"121754","51.75","1","1"
"121755","80.5","1","1"
"121758","219.970001221","3","3"
"121763","129.979995728","2","2"
"121765","89.9899978638","1","1"
"121771","49.9900016785","1","1"
"121775","53.9900016785","1","1"
"121779","180.380004883","2","2"
"121782","87.0","1","1"
"121783","63.75","1","1"
"121784","63.75","1","1"
"121788","59.25","1","1"
"121790","208.0","2","2"
"121793","72.7399978638","1","1"
"121799","126.699996948","1","1"
"121801","56.0","2","2"
"121807","75.0","1","1"
"121809","104.989997864","1","1"
"121812","92.0","1","1"
"121818","79.0","1","1"
"121823","73.0","1","1"
"121825","190.75","2","2"
"121855","34.9900016785","1","1"
"121859","22.4899997711","1","1"
"121860","181.199996948","5","5"
"121865","206.479995728","3","3"
"121866","269.959991455","4","4"
"121867","259.970001221","3","3"
"121869","129.979995728","2","2"
"121874","74.9899978638","1","1"
"121878","67.4899978638","1","1"
"121879","253.989990234","2","2"
"121881","157.479995728","2","2"
"121886","56.25","1","1"
"121887","60.0","1","1"
"121889","85.0","1","1"
"121891","158.989990234","2","2"
"121892","130.489990234","2","2"
"121894","66.75","1","1"
"121899","150.0","2","2"
"121901","90.0","1","1"
"121903","130.0","1","1"
"121904","66.9700012207","2","2"
"121907","698.83996582","3","3"
"121909","78.75","1","1"
"121912","155.0","1","1"
"121913","247.5","2","2"
"121918","95.0","1","1"
"121922","93.75","1","1"
"121923","344.239990234","4","4"
"121924","89.25","1","1"
"121930","99.0","1","1"
"121932","89.25","1","1"
"121933","220.0","2","2"
"121937","74.9199981689","1","1"
"121947","129.899993896","1","1"
"121948","447.5","3","3"
"121949","618.75","5","5"
"121950","268.5","2","2"
"121951","1202.80004883","8","6"
"121952","268.5","2","2"
"121953","123.75","1","1"
"121954","153.0","1","1"
"121955","283.5","2","2"
"121956","567.0","3","3"
"121957","258.0","2","2"
"121958","114.75","1","1"
"121959","172.0","1","1"
"121960","1055.15002441","8","8"
"121961","146.0","1","1"
"121962","104.25","1","1"
"121964","202.5","2","2"
"121966","223.5","2","2"
"121967","143.0","1","1"
"121968","159.0","1","1"
"121969","141.75","1","1"
"121971","430.0","3","3"
"121972","212.5","3","3"
"121975","493.989990234","4","4"
"121979","235.0","1","1"
"121980","86.25","1","1"
"121985","116.25","1","1"
"121986","159.0","1","1"
"121988","195.0","1","1"
"121990","146.25","1","1"
"121992","139.0","1","1"
"121993","99.5","1","1"
"121995","297.5","3","3"
"121996","89.25","1","1"
"122012","1232.25","10","10"
"122013","455.0","3","3"
"122017","101.25","1","1"
"122018","352.5","3","3"
"122020","281.25","3","3"
"122021","532.5","4","4"
"122022","111.75","1","1"
"122023","138.75","1","1"
"122024","108.75","1","1"
"122025","165.0","1","1"
"122026","298.0","2","2"
"122028","285.75","2","2"
"122029","1108.75","5","5"
"122030","716.280029297","4","4"
"122036","97.4700012207","3","3"
"122037","87.9900054932","2","2"
"122038","599.0","1","1"
"122039","39.9900016785","1","1"
"122040","108.730003357","2","2"
"122042","59.9900016785","1","1"
"122043","112.480003357","2","2"
"122044","119.980003357","2","2"
"122048","151.220001221","3","3"
"122049","37.4900016785","1","1"
"122050","49.9900016785","1","1"
"122052","119.980003357","2","2"
"122056","69.9899978638","1","1"
"122057","149.989990234","2","2"
"122058","269.950012207","5","5"
"122059","90.0","1","1"
"122060","172.489990234","2","2"
"122061","332.359985352","5","5"
"122062","96.0","1","1"
"122065","274.970001221","3","3"
"122066","209.989990234","2","2"
"122067","224.970001221","3","3"
"122070","174.979995728","2","2"
"122071","391.950012207","6","6"
"122073","203.990005493","3","2"
"122074","209.989990234","2","2"
"122075","99.9899978638","1","1"
"122076","157.479995728","2","2"
"122077","614.929992676","7","7"
"122078","74.9899978638","1","1"
"122079","74.9899978638","1","1"
"122080","149.979995728","2","2"
"122081","79.9899978638","1","1"
"122083","428.450012207","6","6"
"122084","67.4899978638","1","1"
"122086","267.470001221","3","3"
"122087","179.979995728","2","1"
"122088","79.9899978638","1","1"
"122089","59.9000015259","1","1"
"122091","52.4900016785","1","1"
"122093","99.9899978638","1","1"
"122094","127.479995728","2","2"
"122095","165.0","2","2"
"122096","322.970001221","4","4"
"122097","300.0","3","3"
"122098","324.5","3","3"
"122099","74.9899978638","1","1"
"122101","247.5","2","2"
"122104","259.959991455","4","3"
"122108","99.9899978638","1","1"
"122109","144.979995728","2","2"
"122110","322.5","3","3"
"122111","101.25","1","1"
"122114","327.0","1","1"
"122115","202.5","2","2"
"122116","218.75","2","2"
"122127","120.0","2","2"
"122128","50.0","1","1"
"122134","237.5","1","1"
"122141","225.0","1","1"
"122142","150.0","1","1"
"122145","432.5","2","2"
"122149","472.649993896","4","4"
"122150","320.25","3","3"
"122151","86.25","1","1"
"122152","287.5","3","3"
"122154","115.0","1","1"
"122156","930.0","3","3"
"122157","95.3499984741","1","1"
"122159","56.25","1","1"
"122160","166.25","2","2"
"122163","85.0","2","1"
"122164","134.25","1","1"
"122165","139.0","1","1"
"122166","169.0","1","1"
"122168","233.25","2","2"
"122179","279.0","1","1"
"122202","147.320007324","2","2"
"122204","149.839996338","2","2"
"122205","219.720001221","3","3"
"122207","247.220001221","3","3"
"122208","104.989997864","1","1"
"122211","81.75","1","1"
"122212","96.75","1","1"
"122217","119.25","1","1"
"122218","63.75","1","1"
"122223","99.9000015259","1","1"
"122240","145.0","1","1"
"122244","118.989997864","1","1"
"122245","271.25","2","2"
"122247","802.5","1","1"
"122248","312.75","3","3"
"122249","108.75","1","1"
"122252","104.25","1","1"
"122256","82.4199981689","1","1"
"122258","319.700012207","1","1"
"122263","69.9000015259","1","1"
"122265","159.990005493","1","1"
"122267","97.5","1","1"
"122268","251.5","2","2"
"122269","472.25","4","4"
"122284","139.0","1","1"
"122285","526.25","4","4"
"122288","255.0","2","2"
"122289","112.489997864","1","1"
"122291","142.5","1","1"
"122297","297.5","2","2"
"122303","135.0","1","1"
"122304","170.0","1","1"
"122305","450.0","1","1"
"122307","127.5","1","1"
"122317","29.9899997711","1","1"
"122319","29.9899997711","1","1"
"122321","29.9899997711","1","1"
"122326","39.9900016785","1","1"
"122329","26.2399997711","1","1"
"122331","32.9000015259","1","1"
"122332","33.7400016785","1","1"
"122337","44.9199981689","1","1"
"122338","44.9199981689","1","1"
"122341","44.9199981689","1","1"
"122342","200.480010986","3","3"
"122344","485.489990234","5","5"
"122345","291.91998291","4","3"
"122347","219.929992676","3","2"
"122350","298.130004883","4","4"
"122352","79.9000015259","1","1"
"122353","437.320007324","2","2"
"122354","74.9000015259","1","1"
"122355","176.019989014","3","3"
"122356","103.419998169","2","2"
"122358","305.619995117","4","4"
"122359","82.9000015259","1","1"
"122360","56.1800003052","1","1"
"122361","112.36000061","2","2"
"122362","98.0999984741","2","2"
"122363","56.1800003052","1","1"
"122364","646.789978027","12","11"
"122365","157.320007324","2","2"
"122366","89.9000015259","1","1"
"122368","230.779998779","4","4"
"122369","1551.47998047","8","8"
"122371","341.559997559","2","1"
"122372","247.059997559","3","3"
"122373","64.9000015259","1","1"
"122375","44.9199981689","1","1"
"122377","333.279998779","3","3"
"122378","64.9000015259","1","1"
"122379","2221.7800293","8","6"
"122380","71.1800003052","1","1"
"122381","71.1800003052","1","1"
"122383","797.239990234","3","3"
"122385","355.959991455","2","2"
"122386","152.320007324","2","2"
"122387","59.9199981689","1","1"
"122388","179.759994507","3","2"
"122389","71.1800003052","1","1"
"122390","59.9199981689","1","1"
"122391","79.9000015259","1","1"
"122392","63.6800003052","1","1"
"122395","129.0","1","1"
"122418","126.489997864","2","2"
"122419","71.25","1","1"
"122420","82.0","1","1"
"122424","112.5","1","1"
"122425","337.5","3","3"
"122429","244.990005493","2","2"
"122431","176.519989014","2","2"
"122432","1194.0","2","2"
"122436","387.989990234","5","5"
"122444","119.980003357","2","2"
"122445","81.0","1","1"
"122446","247.470001221","3","3"
"122447","89.9899978638","1","1"
"122448","223.960006714","4","4"
"122449","233.929992676","3","3"
"122461","171.989990234","2","2"
"122463","69.9899978638","1","1"
"122464","79.9899978638","1","1"
"122467","91.5","1","1"
"122470","82.5","1","1"
"122485","49.9900016785","1","1"
"122489","163.980010986","3","3"
"122490","44.9900016785","1","1"
"122496","135.0","1","1"
"122498","1149.0","1","1"
"122499","60.0","1","1"
"122500","75.0","1","1"
"122506","364.0","1","1"
"122507","51.5","1","1"
"122509","92.0","2","2"
"122512","51.75","1","1"
"122514","92.0","1","1"
"122515","69.0","1","1"
"122516","107.029998779","2","2"
"122517","46.5","1","1"
"122519","174.0","3","2"
"122521","98.6999969482","1","1"
"122522","46.5","1","1"
"122523","79.0","1","1"
"122525","81.7399978638","1","1"
"122526","319.83001709","3","3"
"122530","140.989990234","2","2"
"122534","69.0","1","1"
"122536","66.75","1","1"
"122537","219.239990234","3","3"
"122539","59.0","1","1"
"122540","81.7399978638","1","1"
"122544","139.5","2","2"
"122547","154.0","2","2"
"122548","151.75","2","2"
"122549","66.7399978638","1","1"
"122550","213.729995728","3","3"
"122552","213.75","3","1"
"122553","92.5","1","1"
"122554","655.0","1","1"
"122556","143.0","2","2"
"122557","79.9899978638","1","1"
"122560","756.0","1","1"
"122561","121.5","3","3"
"122562","300.110015869","10","9"
"122563","191.320007324","7","7"
"122564","6083.97021484","25","24"
"122568","75.7600021362","2","2"
"122569","74.5999984741","3","3"
"122570","99.0","2","2"
"122571","33.75","1","1"
"122572","50.5","1","1"
"122573","63.0","2","2"
"122576","69.9899978638","1","1"
"122577","29.9899997711","1","1"
"122578","34.4900016785","1","1"
"122580","37.1300010681","1","1"
"122581","114.86000061","3","3"
"122583","39.9900016785","1","1"
"122584","37.4900016785","1","1"
"122585","295.360015869","6","6"
"122586","55.9900016785","1","1"
"122589","44.9900016785","1","1"
"122592","45.9900016785","1","1"
"122593","49.9900016785","1","1"
"122596","124.399993896","2","2"
"122597","154.970001221","3","3"
"122600","41.9900016785","1","1"
"122604","204.399993896","2","2"
"122605","82.4199981689","1","1"
"122606","259.119995117","3","3"
"122607","54.9900016785","1","1"
"122612","52.4900016785","1","1"
"122616","69.9899978638","1","1"
"122631","69.8000030518","2","2"
"122632","36.9000015259","1","1"
"122633","179.700012207","3","3"
"122634","111.599998474","4","4"
"122635","83.6999969482","3","3"
"122637","49.7999992371","2","2"
"122641","89.6999969482","3","3"
"122643","149.599990845","2","2"
"122644","27.8999996185","1","1"
"122645","31.8999996185","1","1"
"122648","83.6999969482","3","3"
"122653","19.8999996185","1","1"
"122655","39.7999992371","2","2"
"122663","244.819992065","2","2"
"122667","224.989990234","3","3"
"122669","440.690002441","7","7"
"122675","390.0","4","4"
"122676","56.25","1","1"
"122681","44.9900016785","1","1"
"122682","100.0","2","2"
"122683","79.9000015259","1","1"
"122684","2657.25","10","10"
"122685","217.5","2","2"
"122686","793.979980469","7","7"
"122688","97.5","1","1"
"122689","452.25","4","4"
"122690","90.0","1","1"
"122691","198.0","2","2"
"122692","74.25","1","1"
"122693","722.75","7","7"
"122694","177.699996948","2","2"
"122695","227.489990234","2","2"
"122696","104.989997864","1","1"
"122697","97.5","1","1"
"122698","229.989990234","2","2"
"122700","129.990005493","1","1"
"122703","390.0","3","3"
"122704","239.989990234","2","2"
"122705","81.75","1","1"
"122706","227.490005493","2","2"
"122707","105.0","1","1"
"122708","240.0","2","2"
"122710","180.0","2","2"
"122711","120.0","1","1"
"122712","1043.51000977","7","7"
"122715","79.0","1","1"
"122716","82.4899978638","1","1"
"122717","564.0","5","5"
"122718","781.25","8","8"
"122719","127.5","1","1"
"122720","339.010009766","3","3"
"122721","880.0","8","8"
"122722","82.5","1","1"
"122723","292.5","3","3"
"122725","93.75","1","1"
"122727","93.75","1","1"
"122729","202.5","2","2"
"122732","110.0","1","1"
"122733","475.489990234","7","7"
"122734","339.950012207","5","5"
"122735","384.959991455","4","4"
"122736","632.429992676","7","7"
"122737","243.710006714","4","4"
