"customer.customerid","customer.dominant_gender","customer.dominant_size","customer.last_purchase_date"
"11520711","Accessoires","T.U","2015-11-01 18:15:17.0"
"11524693","Femme","39","2015-11-01 21:28:12.0"
"11525378","Femme","40","2015-11-01 13:49:11.0"
"11529858","Homme","41","2015-11-01 11:47:09.0"
"11532719","Homme","43 - 44","2015-11-01 20:45:16.0"
"11535434","Homme","44","2015-11-01 10:55:05.0"
"11536677","Enfant","35","2015-11-01 20:01:14.0"
"11538309","Femme","36","2015-11-01 20:58:07.0"
"11539231","Enfant","35","2015-11-01 09:44:06.0"
"11541952","Femme","40","2015-11-01 00:28:11.0"
"11542263","Femme","42","2015-11-01 10:25:19.0"
"11543521","Femme","40","2015-11-01 21:57:19.0"
"11544285","Femme","40","2015-11-01 20:13:11.0"
"11545763","Femme","38","2015-11-01 12:03:13.0"
"11547858","Femme","36 1/2","2015-11-02 12:14:40.0"
"11550018","Femme","37","2015-11-01 20:00:05.0"
"11550186","Femme","36","2015-11-01 15:30:07.0"
"11555360","Femme","39","2015-11-01 10:02:04.0"
"11559900","Homme","43","2015-11-01 12:33:08.0"
"11560287","Femme","40","2015-11-01 11:32:08.0"
"11561318","Femme","43","2015-11-01 21:14:01.0"
"11564453","Femme","42","2015-11-01 16:58:14.0"
"11567663","Femme","38","2015-11-01 17:36:16.0"
"11568172","Femme","39","2015-11-01 10:23:16.0"
"11568665","Femme","37","2015-11-01 16:21:12.0"
"11570141","Femme","37","2015-11-01 12:17:11.0"
"11575622","Homme","39","2015-11-01 18:27:14.0"
"11575956","Enfant","33","2015-11-01 17:05:10.0"
"11577765","Femme","40","2015-11-01 16:08:17.0"
"11580158","Accessoires","43 - 46","2015-11-01 23:18:03.0"
"11585613","Homme","45","2015-11-01 12:48:17.0"
"11587385","Femme","36","2015-11-01 23:40:09.0"
"11594841","Homme","41","2015-11-01 00:19:09.0"
"11596076","Femme","36","2015-11-01 12:34:01.0"
"11597624","Femme","37","2015-11-01 10:30:19.0"
"11610716","Homme","43","2015-11-01 16:46:09.0"
"11611083","Femme","39","2015-11-01 10:07:05.0"
"11611803","Enfant","34","2015-11-01 11:16:18.0"
"11617713","Homme","40","2015-11-01 12:26:09.0"
"11622437","Femme","38 2/3","2015-11-01 12:00:18.0"
"11625092","Femme","36","2015-11-01 18:21:10.0"
"11626002","Femme","38","2015-11-01 19:24:08.0"
"11628042","Femme","35","2015-11-01 11:02:13.0"
"11634381","Homme","40","2015-11-01 16:19:09.0"
"11640486","Femme","41","2015-11-01 13:14:12.0"
"11641934","Femme","39","2015-11-01 20:30:12.0"
"11648165","Femme","39","2015-11-01 21:28:13.0"
"11654812","Femme","39","2015-11-01 10:17:08.0"
"11676432","Sacs","T.U","2015-11-01 10:52:14.0"
"11698741","Femme","41","2015-11-01 12:59:09.0"
"11712874","Femme","37","2015-11-01 15:24:04.0"
"11715699","Homme","41","2015-11-01 15:42:15.0"
"11720726","Femme","42","2015-11-01 16:53:14.0"
"11727903","Enfant","32","2015-11-01 21:29:17.0"
"11730773","Homme","40","2015-11-01 19:23:04.0"
"11731677","Femme","36","2015-11-01 18:35:12.0"
"11741341","Femme","40","2015-11-01 10:13:04.0"
"11742824","Femme","41","2015-11-01 21:55:14.0"
"11746221","Femme","38","2015-11-01 11:46:04.0"
"11753986","Femme","40","2015-11-01 17:42:12.0"
"11773534","Homme","41 1/2","2015-11-01 21:27:08.0"
"11776850","Femme","41","2015-11-01 00:37:07.0"
"11778103","Femme","39","2015-11-01 09:50:00.0"
"11787077","Enfant","33","2015-11-01 09:28:00.0"
"11789528","Homme","42","2015-11-01 13:48:09.0"
"11792389","Femme","37","2015-11-01 22:15:18.0"
"11796376","Femme","39","2015-11-01 09:06:04.0"
"11798199","Femme","39","2015-11-01 12:29:09.0"
"11816922","Femme","37","2015-11-01 08:43:11.0"
"11817834","Enfant","35","2015-11-01 22:24:16.0"
"11822337","Homme","43","2015-11-01 19:15:12.0"
"11823963","Femme","39","2015-11-01 11:04:17.0"
"11824361","Femme","40","2015-11-01 21:16:03.0"
"11825456","Femme","38","2015-11-01 19:17:05.0"
"11829266","Enfant","35","2015-11-01 10:22:08.0"
"11830590","Femme","39","2015-11-01 15:53:13.0"
"11836206","Femme","43 1/3","2015-11-01 18:28:11.0"
"11836603","Homme","42","2015-11-01 22:33:14.0"
"11839451","Femme","34","2015-11-01 12:49:13.0"
"11847206","Homme","43 1/3","2015-11-01 13:13:14.0"
"11849903","Homme","43","2015-11-01 20:32:17.0"
"11850985","Sacs","T.U","2015-11-01 19:52:13.0"
"11853409","Femme","39","2015-11-01 21:21:17.0"
"11873610","Sacs","T.U","2015-11-01 20:03:09.0"
"11882473","Femme","38","2015-11-01 19:37:05.0"
"11883878","Femme","37","2015-11-01 12:28:17.0"
"11886003","Homme","43","2015-11-01 20:58:18.0"
"11889165","Femme","39","2015-11-01 12:26:15.0"
"11894257","Femme","40","2015-11-01 21:02:11.0"
"11897151","Femme","38","2015-11-01 14:33:10.0"
"11905964","Homme","42","2015-11-01 20:51:17.0"
"11907149","Femme","38","2015-11-01 19:52:16.0"
"11907749","Femme","38","2015-11-01 10:39:06.0"
"11919293","Homme","42 - 43","2015-11-01 21:04:12.0"
"11937768","Femme","36 2/3","2015-11-01 17:58:17.0"
"11939178","Femme","40","2015-11-01 20:45:00.0"
"11939284","Femme","39","2015-11-01 08:25:15.0"
"11942696","Homme","43 1/3","2015-11-01 14:31:06.0"
"11946907","Enfant","34 1/2","2015-11-01 22:31:18.0"
"11954292","Femme","38","2015-11-01 18:53:17.0"
"11996784","Homme","42","2015-11-01 20:54:05.0"
"11998383","Femme","40","2015-11-01 16:53:07.0"
"11999194","Femme","39","2015-11-01 20:35:03.0"
"12004767","Femme","40","2015-11-01 22:04:11.0"
"12005180","Femme","37","2015-11-01 09:06:03.0"
"12006998","Homme","43","2015-11-01 12:08:17.0"
"12007333","Homme","46","2015-11-01 18:36:00.0"
"12007879","Homme","47","2015-11-01 20:11:01.0"
"12009939","Homme","44","2015-11-01 21:31:05.0"
"12010179","Femme","39","2015-11-01 10:33:19.0"
"12016719","Enfant","35","2015-11-01 10:08:03.0"
"12018179","Homme","45","2015-11-01 20:13:06.0"
"12019792","Homme","44","2015-11-01 16:39:10.0"
"12030794","Enfant","33","2015-11-01 20:55:16.0"
"12040810","Enfant","31","2015-11-01 22:20:10.0"
"12044804","Femme","41","2015-11-01 22:18:05.0"
"12050688","Femme","38","2015-11-01 22:20:04.0"
"12059286","Enfant","23","2015-11-01 22:34:10.0"
"12074643","Homme","40","2015-11-01 22:23:06.0"
"12077157","Femme","38","2015-11-01 17:54:12.0"
"12080765","Femme","38","2015-11-01 18:43:15.0"
"12085124","Homme","42","2015-11-01 10:51:05.0"
"12087956","Femme","37","2015-11-01 15:24:00.0"
"12101813","Homme","44","2015-11-01 22:57:07.0"
"12107227","Femme","38","2015-11-01 18:51:08.0"
"12110759","Accessoires","39 - 42","2015-11-01 21:36:12.0"
"12110915","Femme","36","2015-11-01 14:41:11.0"
"12113055","Homme","44","2015-11-01 15:01:08.0"
"12115046","Femme","39","2015-11-01 14:42:10.0"
"12116097","Femme","39","2015-11-01 21:47:16.0"
"12117777","Femme","41","2015-11-01 10:14:16.0"
"12120490","Femme","38","2015-11-01 21:26:10.0"
"12121646","Enfant","31","2015-11-01 06:23:11.0"
"12126340","Femme","38","2015-11-01 12:45:09.0"
"12137717","Femme","39","2015-11-01 21:13:18.0"
"12138118","Femme","37","2015-11-01 20:53:01.0"
"12141007","Femme","41","2015-11-01 21:15:13.0"
"12141773","Homme","43","2015-11-01 10:46:08.0"
"12144865","Enfant","32","2015-11-01 14:12:04.0"
"12145229","Homme","43","2015-11-01 21:24:01.0"
"12150458","Homme","42","2015-11-01 08:16:18.0"
"12154225","Homme","44 2/3","2015-11-01 10:57:12.0"
"12154529","Femme","41","2015-11-01 17:50:17.0"
"12155664","Femme","38","2015-11-01 22:42:13.0"
"12160397","Femme","41","2015-11-01 23:42:18.0"
"12161338","Femme","37","2015-11-01 09:41:04.0"
"12161602","Homme","41","2015-11-01 17:51:11.0"
"12170354","Homme","46","2015-11-01 16:19:15.0"
"12174573","Femme","38","2015-11-01 13:46:09.0"
"12187795","Enfant","27","2015-11-01 23:44:07.0"
"12190203","Femme","38","2015-11-01 14:37:03.0"
"12198262","Femme","38","2015-11-01 06:49:15.0"
"12205538","Homme","44","2015-11-01 09:21:05.0"
"12210668","Femme","36","2015-11-01 20:50:07.0"
"12211113","Femme","41","2015-11-01 17:28:01.0"
"12225068","Enfant","38","2015-11-01 22:03:03.0"
"12225810","Enfant","31","2015-11-01 11:51:14.0"
"12234826","Femme","35","2015-11-01 20:12:07.0"
"12240846","Enfant","31","2015-11-01 00:41:09.0"
"12241514","Femme","39","2015-11-01 19:30:04.0"
"12241549","Femme","40","2015-11-01 10:39:11.0"
"12247650","Femme","T.U","2015-11-01 15:23:10.0"
"12247952","Femme","37 1/2","2015-11-01 08:53:18.0"
"12251955","Femme","41","2015-11-01 19:26:12.0"
"12262646","Enfant","35","2015-11-01 17:36:02.0"
"12263160","Femme","37","2015-11-01 16:46:09.0"
"12270207","Homme","43","2015-11-01 23:03:12.0"
"12272390","Femme","37","2015-11-01 20:57:05.0"
"12276251","Femme","41 1/3","2015-11-01 21:48:14.0"
"12279059","Enfant","39","2015-11-01 16:53:02.0"
"12284785","Femme","39","2015-11-01 20:55:19.0"
"12287503","Enfant","26","2015-11-01 01:32:00.0"
"12296683","Femme","38","2015-11-01 17:44:18.0"
"12302863","Homme","41","2015-11-01 18:09:01.0"
"12316610","Enfant","32","2015-11-01 23:14:18.0"
"12318713","Homme","41","2015-11-01 19:31:15.0"
"12318751","Homme","41","2015-11-01 00:28:06.0"
"12320962","Homme","40","2015-11-01 19:51:07.0"
"12324160","Sacs","T.U","2015-11-01 16:38:08.0"
"12325164","Enfant","34","2015-11-02 20:20:34.0"
"12325880","Femme","39","2015-11-01 10:10:02.0"
"12334320","Femme","37","2015-11-01 12:25:06.0"
"12335269","Femme","38","2015-11-01 18:16:05.0"
"12345140","Femme","37","2015-11-01 20:57:00.0"
"12345524","Femme","39","2015-11-01 12:07:11.0"
"12346099","Homme","42","2015-11-01 15:49:19.0"
"12346553","Femme","38","2015-11-01 09:42:00.0"
"12349791","Enfant","31","2015-11-01 10:38:09.0"
"12349844","Femme","39","2015-11-01 16:53:13.0"
"12349977","Femme","36","2015-11-01 09:41:15.0"
"12350997","Homme","42","2015-11-01 18:25:01.0"
"12353355","Femme","40","2015-11-01 15:49:01.0"
"12355470","Femme","34","2015-11-01 23:41:14.0"
"12356737","Homme","47 1/2","2015-11-01 20:29:03.0"
"12367193","Femme","39","2015-11-01 07:37:12.0"
"12368766","Homme","44","2015-11-01 18:25:13.0"
"12375738","Femme","38 1/2","2015-11-01 19:40:14.0"
"12407686","Femme","41","2015-11-01 15:27:14.0"
"12412653","Sacs","T.U","2015-11-01 20:25:18.0"
"12416880","Femme","38","2015-11-01 09:48:07.0"
"12421641","Homme","40","2015-11-01 09:46:06.0"
"12423766","Femme","37","2015-11-01 14:21:13.0"
"12430161","Femme","35","2015-11-01 21:24:07.0"
"12437891","Homme","40 2/3","2015-11-01 12:36:01.0"
"12445253","Femme","38","2015-11-01 19:48:09.0"
"12453654","Femme","37 1/2","2015-11-01 15:34:02.0"
"12459725","Sacs","T.U","2015-11-01 21:24:02.0"
"12461330","Homme","42","2015-11-01 12:17:10.0"
"12463954","Homme","42","2015-11-01 19:13:08.0"
"12479263","Enfant","30","2015-11-01 08:47:08.0"
"12486655","Femme","37","2015-11-01 17:31:04.0"
"12502089","Enfant","32","2015-11-01 18:23:02.0"
"12509639","Femme","39","2015-11-01 17:53:06.0"
"12510580","Femme","38","2015-11-01 19:46:02.0"
"12514567","Homme","T.U","2015-11-01 19:35:01.0"
"12514895","Femme","38","2015-11-01 11:13:08.0"
"12515853","Femme","39","2015-11-01 17:37:12.0"
"12523452","Femme","37 1/2","2015-11-01 00:36:02.0"
"12524286","Homme","41 1/2","2015-11-01 20:37:13.0"
"12555930","Femme","40","2015-11-01 22:34:10.0"
"12559708","Enfant","30","2015-11-01 12:21:18.0"
"12561833","Homme","43","2015-11-01 03:03:19.0"
"12569266","Femme","41","2015-11-01 16:40:06.0"
"12569862","Femme","37","2015-11-01 10:48:00.0"
"12570958","Enfant","38","2015-11-01 13:47:12.0"
"12575906","Enfant","26","2015-11-01 19:16:18.0"
"12579268","Femme","38","2015-11-01 11:40:06.0"
"12579377","Homme","43","2015-11-01 19:37:08.0"
"12597300","Homme","45","2015-11-01 19:27:09.0"
"12599911","Femme","39","2015-11-01 21:12:02.0"
"12616279","Femme","37","2015-11-01 12:06:10.0"
"12620388","Femme","38","2015-11-01 22:25:10.0"
"12638480","Enfant","31","2015-11-02 10:48:34.0"
"12644181","Femme","39","2015-11-01 11:22:18.0"
"12665292","Enfant","36","2015-11-01 22:49:11.0"
"12682183","Homme","43","2015-11-01 21:16:05.0"
"12684664","Homme","43","2015-11-01 14:51:18.0"
"12705589","Enfant","39","2015-11-01 10:26:06.0"
"12708447","Enfant","27","2015-11-01 14:55:19.0"
"12712362","Femme","38","2015-11-01 22:24:09.0"
"12715919","Femme","39","2015-11-01 14:20:03.0"
"12724284","Femme","40","2015-11-01 19:59:07.0"
"12724690","Homme","45","2015-11-01 16:50:00.0"
"12730980","Femme","39","2015-11-01 15:55:15.0"
"12732685","Homme","41","2015-11-01 23:14:19.0"
"12732911","Femme","38","2015-11-01 21:56:01.0"
"12735151","Homme","42 1/2","2015-11-01 18:35:19.0"
"12736170","Femme","36","2015-11-01 11:27:08.0"
"12744535","Homme","42 1/2","2015-11-01 20:46:07.0"
"12748747","Homme","41 - 42","2015-11-01 07:38:19.0"
"12751936","Homme","43","2015-11-01 20:50:08.0"
"12762096","Homme","43","2015-11-01 19:49:07.0"
"12762666","Femme","40","2015-11-01 21:58:08.0"
"12763830","Femme","37 1/2","2015-11-01 10:55:00.0"
"12765886","Enfant","31","2015-11-01 18:54:12.0"
"12766758","Homme","42","2015-11-01 09:37:04.0"
"12770257","Femme","37","2015-11-01 15:03:17.0"
"12771429","Femme","36","2015-11-01 00:39:05.0"
"12775803","Femme","39","2015-11-01 11:26:01.0"
"12776074","Femme","39","2015-11-01 10:38:08.0"
"12783382","Femme","39","2015-11-01 14:43:16.0"
"12799745","Homme","T.U","2015-11-01 18:00:11.0"
"12809462","Enfant","T.U","2015-11-01 17:37:11.0"
"12812887","Sacs","T.U","2015-11-01 17:21:03.0"
"12812943","Enfant","26","2015-11-01 23:09:09.0"
"12815455","Femme","35","2015-11-01 22:33:15.0"
"12821095","Femme","36","2015-11-01 09:28:19.0"
"12823579","Femme","T.U","2015-11-01 22:45:03.0"
"12836165","Femme","42","2015-11-01 12:16:12.0"
"12844162","Femme","38","2015-11-01 11:17:16.0"
"12845863","Femme","40","2015-11-01 21:03:00.0"
"12847426","Femme","37","2015-11-01 11:20:14.0"
"12847479","Homme","44","2015-11-01 13:09:17.0"
"12850005","Femme","40","2015-11-01 19:17:16.0"
"12853037","Homme","41 1/2","2015-11-01 15:29:12.0"
"12857697","Homme","41","2015-11-01 11:48:16.0"
"12860067","Homme","40","2015-11-01 10:04:18.0"
"12867463","Femme","35","2015-11-01 09:49:16.0"
"12870242","Homme","43","2015-11-01 19:12:09.0"
"12878092","Femme","37","2015-11-01 21:15:02.0"
"12883404","Femme","39","2015-11-01 12:37:14.0"
"12892736","Femme","37","2015-11-01 08:33:04.0"
"12900193","Homme","40","2015-11-01 14:21:04.0"
"12909873","Femme","40","2015-11-01 21:23:03.0"
"12931943","Enfant","25","2015-11-01 09:25:07.0"
"12933365","Enfant","35","2015-11-01 21:56:19.0"
"12945586","Femme","38","2015-11-01 09:59:01.0"
"12946693","Femme","36","2015-11-01 00:52:12.0"
"12954626","Homme","42","2015-11-01 18:27:07.0"
"12960973","Femme","40","2015-11-01 12:02:17.0"
"12964546","Homme","41 1/3","2015-11-01 18:15:10.0"
"12964627","Femme","37","2015-11-01 00:28:18.0"
"12973756","Homme","46","2015-11-01 17:56:19.0"
"12982802","Homme","40","2015-11-01 17:45:04.0"
"12986998","Femme","37 1/2","2015-11-01 09:03:19.0"
"12988677","Enfant","31","2015-11-01 12:46:09.0"
"12995984","Femme","39","2015-11-01 18:21:03.0"
"12997886","Homme","45","2015-11-01 22:41:18.0"
"12999304","Femme","38","2015-11-01 10:47:00.0"
"13002337","Femme","40","2015-11-01 00:47:02.0"
"13004994","Femme","38","2015-11-01 08:35:10.0"
"13008836","Enfant","35 1/2","2015-11-01 22:37:17.0"
"13015363","Homme","42","2015-11-01 13:41:19.0"
"13020041","Femme","T.U","2015-11-01 11:52:14.0"
"13022026","Femme","42","2015-11-01 08:41:14.0"
"13027863","Femme","38","2015-11-01 19:14:03.0"
"13028541","Femme","39","2015-11-01 19:13:03.0"
"13036140","Homme","46","2015-11-01 13:31:00.0"
"13040449","Femme","36","2015-11-01 13:19:06.0"
"13046703","Femme","39","2015-11-01 07:22:12.0"
"13053554","Femme","38","2015-11-01 21:15:00.0"
"13054836","Femme","37 1/2","2015-11-01 18:59:03.0"
"13064682","Femme","38","2015-11-01 15:44:09.0"
"13070215","Femme","42","2015-11-01 21:18:00.0"
"13072710","Femme","37","2015-11-01 16:08:00.0"
"13079555","Enfant","T.U","2015-11-01 22:34:02.0"
"13085643","Femme","38","2015-11-01 13:07:15.0"
"13092657","Femme","39","2015-11-01 07:46:10.0"
"13105869","Homme","39","2015-11-01 15:05:18.0"
"13107798","Homme","43","2015-11-01 18:00:12.0"
"13113005","Femme","42","2015-11-01 16:31:03.0"
"13116281","Femme","40","2015-11-01 14:45:16.0"
"13119788","Femme","37","2015-11-01 10:56:05.0"
"13125727","Femme","38","2015-11-01 13:34:01.0"
"13130284","Femme","38","2015-11-01 19:02:01.0"
"13131867","Homme","41","2015-11-01 15:31:08.0"
"13133969","Femme","38","2015-11-01 23:40:01.0"
"13134354","Femme","37","2015-11-01 18:51:03.0"
"13140532","Femme","38","2015-11-01 18:05:14.0"
"13140956","Femme","38","2015-11-01 21:06:16.0"
"13155411","Femme","39","2015-11-01 18:29:07.0"
"13156962","Femme","42","2015-11-01 17:53:10.0"
"13158303","Homme","43","2015-11-01 20:18:09.0"
"13164851","Enfant","26","2015-11-01 17:55:00.0"
"13171634","Femme","38","2015-11-01 20:26:09.0"
"13172361","Femme","39","2015-11-01 18:44:08.0"
"13174963","Enfant","31","2015-11-01 19:41:08.0"
"13176953","Homme","46","2015-11-01 09:36:07.0"
"13180213","Femme","38","2015-11-01 16:12:06.0"
"13184474","Homme","44","2015-11-01 22:38:06.0"
"13196074","Enfant","33","2015-11-01 10:40:06.0"
"13200650","Femme","39","2015-11-01 23:38:02.0"
"13201281","Femme","41","2015-11-01 19:34:01.0"
"13213899","Femme","38","2015-11-01 17:44:13.0"
"13214902","Femme","39","2015-11-01 21:20:11.0"
"13225947","Femme","38","2015-11-01 11:03:09.0"
"13228516","Femme","T.U","2015-11-01 16:18:19.0"
"13230961","Femme","38","2015-11-01 17:58:08.0"
"13232040","Homme","41","2015-11-01 11:19:04.0"
"13232932","Femme","38","2015-11-01 21:25:09.0"
"13235541","Homme","42","2015-11-01 14:31:13.0"
"13236577","Femme","37","2015-11-01 19:01:00.0"
"13238549","Femme","39","2015-11-01 13:03:00.0"
"13242201","Homme","40","2015-11-01 17:37:17.0"
"13243326","Femme","39","2015-11-01 20:57:02.0"
"13247926","Femme","42","2015-11-01 17:32:14.0"
"13254204","Femme","37","2015-11-01 10:58:14.0"
"13261639","Femme","37 1/3","2015-11-01 14:01:07.0"
"13303985","Femme","39","2015-11-01 14:56:19.0"
"13320083","Femme","42","2015-11-01 20:42:12.0"
"13322701","Femme","40","2015-11-01 10:38:18.0"
"13326840","Enfant","23","2015-11-01 14:49:05.0"
"13333285","Homme","42","2015-11-01 21:43:05.0"
"13343679","Homme","42","2015-11-01 21:50:14.0"
"13343887","Femme","38","2015-11-01 10:55:07.0"
"13350625","Femme","40","2015-11-01 07:24:04.0"
"13359559","Homme","44","2015-11-01 07:26:04.0"
"13369103","Femme","39","2015-11-01 11:51:01.0"
"13372516","Homme","41","2015-11-01 11:45:03.0"
"13374697","Femme","39","2015-11-01 21:12:02.0"
"13387839","Femme","39","2015-11-01 19:49:15.0"
"13388754","Femme","T.U","2015-11-01 16:20:01.0"
"13390216","Femme","38","2015-11-01 18:05:18.0"
"13390940","Femme","41","2015-11-01 07:32:04.0"
"13398299","Femme","37","2015-11-01 17:59:03.0"
"13405952","Femme","36","2015-11-01 19:01:00.0"
"13409150","Homme","45","2015-11-01 19:13:17.0"
"13414159","Homme","41","2015-11-01 18:22:08.0"
"13417434","Femme","40","2015-11-01 09:44:04.0"
"13418898","Enfant","34","2015-11-01 16:28:01.0"
"13424162","Homme","45","2015-11-01 13:20:14.0"
"13426131","Homme","43","2015-11-01 17:30:11.0"
"13426170","Enfant","32","2015-11-01 12:05:14.0"
"13435876","Enfant","39","2015-11-01 14:15:08.0"
"13447312","Femme","37","2015-11-01 20:22:15.0"
"13455291","Homme","42","2015-11-01 21:54:09.0"
"13459837","Femme","38","2015-11-01 13:00:01.0"
"13470711","Femme","39","2015-11-01 21:57:07.0"
"13471768","Homme","43","2015-11-01 18:54:00.0"
"13473658","Accessoires","T.U","2015-11-01 13:32:12.0"
"13475410","Homme","42","2015-11-01 11:57:15.0"
"13487996","Homme","42","2015-11-01 11:20:08.0"
"13501118","Enfant","33","2015-11-01 19:12:13.0"
"13504799","Femme","40","2015-11-01 19:12:11.0"
"13507457","Homme","43","2015-11-01 09:27:18.0"
"13507931","Femme","40","2015-11-01 21:56:16.0"
"13512819","Femme","38","2015-11-01 14:04:04.0"
"13515970","Homme","40","2015-11-01 11:09:15.0"
"13520306","Sacs","T.U","2015-11-01 22:21:09.0"
"13527332","Enfant","27","2015-11-01 20:24:19.0"
"13529053","Enfant","33","2015-11-01 13:09:16.0"
"13531698","Homme","T.U","2015-11-01 19:26:14.0"
"13532612","Femme","39","2015-11-01 14:13:01.0"
"13556271","Femme","36","2015-11-01 21:02:15.0"
"13560507","Femme","39","2015-11-01 14:09:10.0"
"13564566","Femme","38","2015-11-01 21:44:08.0"
"13565330","Femme","41","2015-11-01 21:17:02.0"
"13572103","Femme","38","2015-11-01 11:30:17.0"
"13575998","Femme","39","2015-11-01 15:27:19.0"
"13579313","Femme","39","2015-11-01 14:49:00.0"
"13581141","Femme","40","2015-11-01 20:46:01.0"
"13589314","Accessoires","T.U","2015-11-01 17:31:11.0"
"13597135","Homme","40","2015-11-01 11:13:03.0"
"13603854","Homme","40","2015-11-01 23:23:17.0"
"13606551","Femme","38 2/3","2015-11-01 15:05:13.0"
"13608362","Homme","41","2015-11-01 23:30:11.0"
"13614057","Homme","44","2015-11-01 20:06:02.0"
"13617113","Femme","36","2015-11-01 11:11:05.0"
"13620308","Femme","39","2015-11-01 20:56:02.0"
"13625923","Femme","38","2015-11-01 17:22:03.0"
"13626797","Femme","36","2015-11-01 19:37:00.0"
"13627440","Femme","36","2015-11-01 17:37:05.0"
"13633865","Enfant","33","2015-11-01 09:33:06.0"
"13637291","Homme","42","2015-11-01 11:45:17.0"
"13654630","Enfant","34","2015-11-01 10:51:12.0"
"13660061","Femme","38","2015-11-01 20:18:06.0"
"13665438","Enfant","35","2015-11-01 09:56:00.0"
"13666996","Homme","45","2015-11-01 10:27:15.0"
"13667337","Femme","37","2015-11-01 21:43:02.0"
"13668324","Femme","38","2015-11-01 10:14:11.0"
"13681983","Femme","40","2015-11-01 23:15:12.0"
"13684751","Homme","43","2015-11-01 21:05:14.0"
"13685458","Homme","45","2015-11-01 20:25:00.0"
"13688134","Femme","38","2015-11-01 14:12:11.0"
"13690552","Femme","36","2015-11-01 18:38:03.0"
"13692345","Femme","40","2015-11-01 11:54:17.0"
"13692460","Homme","40","2015-11-01 22:37:02.0"
"13692580","Homme","40","2015-11-01 23:06:05.0"
"13703779","Homme","42","2015-11-01 00:41:04.0"
"13703785","Femme","41","2015-11-01 21:31:11.0"
"13707782","Femme","T.U","2015-11-01 21:07:19.0"
"13709939","Homme","44","2015-11-01 20:01:08.0"
"13712409","Femme","37","2015-11-01 15:32:16.0"
"13716543","Femme","36","2015-11-01 09:54:15.0"
"13718816","Femme","T.U","2015-11-01 16:18:06.0"
"13721503","Femme","40","2015-11-01 20:44:11.0"
"13722765","Accessoires","34 - 38","2015-11-01 10:33:00.0"
"13729856","Femme","38","2015-11-01 10:06:16.0"
"13735175","Femme","39","2015-11-01 20:09:18.0"
"13748787","Enfant","33","2015-11-01 20:20:17.0"
"13751429","Femme","38","2015-11-01 20:56:00.0"
"13758641","Femme","37","2015-11-01 21:00:14.0"
"13768154","Femme","40","2015-11-01 07:40:07.0"
"13768519","Enfant","32","2015-11-01 21:08:09.0"
"13770377","Femme","39","2015-11-01 16:48:18.0"
"13771271","Homme","42","2015-11-01 11:16:00.0"
"13790506","Enfant","31","2015-11-01 23:11:06.0"
"13791886","Femme","38","2015-11-01 18:58:17.0"
"13797261","Femme","38","2015-11-01 21:10:10.0"
"13809555","Femme","39 1/2","2015-11-01 20:09:03.0"
"13815139","Enfant","35","2015-11-01 11:10:17.0"
"13818606","Femme","36","2015-11-01 15:18:11.0"
"13818767","Homme","41","2015-11-01 19:01:16.0"
"13819544","Femme","39","2015-11-01 22:12:16.0"
"13819824","Femme","42","2015-11-01 21:14:02.0"
"13822372","Enfant","35","2015-11-01 19:32:05.0"
"13842467","Femme","38","2015-11-01 21:17:15.0"
"13843595","Femme","37 1/2","2015-11-01 19:46:10.0"
"13845653","Homme","42","2015-11-01 08:21:07.0"
"13847323","Femme","37","2015-11-01 22:58:04.0"
"13847401","Homme","43","2015-11-01 20:51:18.0"
"13847461","Femme","41","2015-11-01 19:48:09.0"
"13856685","Femme","40","2015-11-01 22:09:07.0"
"13869771","Femme","T.U","2015-11-01 17:24:10.0"
"13877962","Homme","46","2015-11-01 18:31:17.0"
"13878679","Femme","41","2015-11-01 22:00:17.0"
"13895135","Femme","39","2015-11-01 21:36:02.0"
"13896142","Enfant","27","2015-11-01 11:23:14.0"
"13898863","Femme","40","2015-11-01 18:39:03.0"
"13900110","Enfant","38","2015-11-01 14:01:16.0"
"13910897","Femme","T.U","2015-11-01 14:48:13.0"
"13911604","Femme","39","2015-11-01 16:33:10.0"
"13912160","Enfant","36","2015-11-01 16:54:17.0"
"13912906","Enfant","36","2015-11-01 18:32:05.0"
"13915641","Femme","38","2015-11-01 14:43:16.0"
"13916045","Homme","48 1/2","2015-11-01 13:52:10.0"
"13918676","Femme","38","2015-11-01 15:01:05.0"
"13939857","Homme","45","2015-11-01 13:38:03.0"
"13945051","Femme","38","2015-11-01 11:38:18.0"
"13947151","Femme","37","2015-11-01 21:00:18.0"
"13955431","Femme","37","2015-11-01 17:47:19.0"
"13955750","Femme","40","2015-11-01 16:07:01.0"
"13958372","Homme","45","2015-11-01 12:11:08.0"
"13960710","Homme","42","2015-11-01 18:06:09.0"
"13965569","Femme","40","2015-11-01 17:52:04.0"
"13969289","Femme","39","2015-11-01 18:05:04.0"
"13972476","Femme","40","2015-11-01 18:20:14.0"
"13981949","Homme","43","2015-11-01 20:14:13.0"
"13988264","Homme","44","2015-11-01 21:58:01.0"
"14005041","Homme","49 1/3","2015-11-01 17:43:02.0"
"14007689","Femme","36","2015-11-01 12:16:09.0"
"14007910","Femme","38","2015-11-01 10:44:10.0"
"14013749","Homme","45","2015-11-01 19:22:18.0"
"14014928","Femme","38","2015-11-01 18:52:04.0"
"14022420","Homme","42","2015-11-01 17:45:05.0"
"14024967","Femme","38","2015-11-01 16:06:15.0"
