"customer.customerid","customer.dominant_gender","customer.dominant_size","customer.last_purchase_date"
"14025045","Homme","42","2015-11-01 18:53:06.0"
"14029801","Femme","37","2015-11-01 10:41:16.0"
"14029854","Homme","44","2015-11-01 20:45:02.0"
"14031230","Enfant","31","2015-11-01 12:55:00.0"
"14032252","Femme","39","2015-11-01 20:15:11.0"
"14033181","Enfant","T.U","2015-11-01 10:29:16.0"
"14035415","Femme","39","2015-11-01 07:36:05.0"
"14036592","Homme","44","2015-11-01 19:05:00.0"
"14036906","Femme","40","2015-11-01 22:09:00.0"
"14037508","Femme","39","2015-11-01 12:18:06.0"
"14050488","Femme","T.U","2015-11-01 07:49:04.0"
"14052650","Femme","39 1/2","2015-11-01 23:46:13.0"
"14056341","Femme","39","2015-11-01 14:39:15.0"
"14058353","Femme","T.U","2015-11-01 16:24:08.0"
"14065966","Homme","41","2015-11-01 16:18:03.0"
"14069026","Femme","39","2015-11-01 21:24:12.0"
"14073466","Homme","44","2015-11-01 04:21:09.0"
"14075253","Homme","43","2015-11-01 15:27:10.0"
"14080585","Homme","42","2015-11-01 00:09:06.0"
"14085162","Femme","40","2015-11-01 19:44:02.0"
"14100222","Femme","39","2015-11-01 18:19:12.0"
"14103948","Enfant","34","2015-11-01 08:55:14.0"
"14105477","Homme","47 1/2","2015-11-01 14:49:15.0"
"14109733","Homme","45","2015-11-01 22:51:02.0"
"14110934","Homme","45 1/2","2015-11-01 13:45:07.0"
"14113007","Femme","41","2015-11-01 09:06:15.0"
"14140042","Femme","35 1/2","2015-11-01 13:45:10.0"
"14143747","Enfant","33","2015-11-01 11:48:04.0"
"14152493","Femme","43","2015-11-01 16:35:19.0"
"14155997","Homme","43","2015-11-01 18:32:18.0"
"14167519","Homme","42 1/2","2015-11-01 19:24:12.0"
"14176713","Homme","43","2015-11-01 20:49:04.0"
"14178560","Femme","41","2015-11-01 11:10:19.0"
"14179157","Homme","44","2015-11-01 15:28:18.0"
"14188045","Femme","36 2/3","2015-11-01 18:36:01.0"
"14200733","Enfant","35","2015-11-01 15:35:16.0"
"14204399","Femme","41","2015-11-01 10:43:10.0"
"14224265","Femme","37","2015-11-01 23:49:11.0"
"14234891","Femme","43","2015-11-01 10:33:09.0"
"14236674","Homme","42","2015-11-01 11:53:12.0"
"14243313","Homme","40","2015-11-01 22:18:00.0"
"14251972","Femme","39","2015-11-01 16:57:00.0"
"14254092","Femme","41","2015-11-01 09:23:01.0"
"14263402","Femme","38","2015-11-01 16:19:08.0"
"14264154","Homme","46","2015-11-01 11:57:01.0"
"14267030","Homme","41","2015-11-01 09:56:10.0"
"14283911","Femme","39","2015-11-01 21:47:02.0"
"14286854","Femme","40","2015-11-01 17:51:02.0"
"14288503","Enfant","30","2015-11-01 11:23:13.0"
"14292092","Femme","38","2015-11-01 20:07:00.0"
"14312832","Femme","T.U","2015-11-01 21:21:13.0"
"14315646","Femme","37","2015-11-01 16:30:00.0"
"14323942","Femme","38","2015-11-01 15:35:03.0"
"14324291","Homme","43","2015-11-01 21:08:11.0"
"14331511","Femme","39","2015-11-01 10:14:08.0"
"14332206","Enfant","33","2015-11-01 20:50:10.0"
"14332655","Homme","43","2015-11-01 22:43:14.0"
"14332977","Homme","44","2015-11-01 19:02:07.0"
"14340024","Homme","42","2015-11-01 11:41:04.0"
"14346616","Femme","38","2015-11-01 20:41:15.0"
"14347723","Enfant","41","2015-11-01 15:00:14.0"
"14350048","Homme","42","2015-11-01 21:57:16.0"
"14351540","Femme","37","2015-11-03 00:01:54.0"
"14352040","Femme","37","2015-11-01 14:05:19.0"
"14353758","Femme","39","2015-11-01 15:40:19.0"
"14360402","Femme","39","2015-11-01 21:54:09.0"
"14361033","Femme","39","2015-11-01 13:15:02.0"
"14361462","Femme","36","2015-11-01 15:21:01.0"
"14362701","Femme","36","2015-11-01 17:23:19.0"
"14363857","Femme","39","2015-11-01 17:38:13.0"
"14373235","Homme","41 1/3","2015-11-01 16:29:06.0"
"14380893","Femme","41","2015-11-01 21:33:12.0"
"14382707","Femme","42","2015-11-01 15:15:08.0"
"14388310","Femme","36","2015-11-01 20:46:17.0"
"14398488","Enfant","26","2015-11-01 23:30:16.0"
"14407197","Homme","43","2015-11-01 21:36:12.0"
"14424188","Femme","37","2015-11-01 09:11:07.0"
"14429296","Femme","39","2015-11-01 20:59:11.0"
"14430228","Femme","38","2015-11-01 11:35:03.0"
"14431608","Femme","38","2015-11-01 14:07:15.0"
"14438601","Femme","38","2015-11-02 12:11:35.0"
"14439923","Femme","38","2015-11-01 13:43:06.0"
"14442503","Homme","43","2015-11-01 20:51:16.0"
"14442646","Homme","42","2015-11-01 19:57:04.0"
"14444698","Femme","39 - 41","2015-11-01 13:07:06.0"
"14453631","Homme","42","2015-11-01 17:09:12.0"
"14466100","Femme","39","2015-11-01 08:52:13.0"
"14467019","Femme","40","2015-11-01 17:23:07.0"
"14467150","Homme","45","2015-11-01 18:23:00.0"
"14480632","Femme","38","2015-11-01 18:47:03.0"
"14492593","Homme","42","2015-11-01 09:17:10.0"
"14498231","Femme","41","2015-11-01 12:19:07.0"
"14504658","Homme","45","2015-11-01 14:05:02.0"
"14507213","Femme","37","2015-11-01 19:31:18.0"
"14518488","Femme","37","2015-11-01 19:57:03.0"
"14521858","Femme","36","2015-11-01 22:44:07.0"
"14531872","Homme","43","2015-11-01 09:33:16.0"
"14547168","Enfant","27 - 29","2015-11-01 15:34:17.0"
"14552058","Femme","37","2015-11-01 22:14:06.0"
"14562025","Homme","45 1/3","2015-11-01 07:39:17.0"
"14562230","Homme","44","2015-11-01 17:32:07.0"
"14563865","Homme","44 1/2","2015-11-01 02:24:08.0"
"14565591","Homme","42","2015-11-01 20:06:11.0"
"14602625","Homme","44","2015-11-01 22:28:13.0"
"14615534","Homme","43","2015-11-01 18:13:08.0"
"14615868","Femme","37 1/3","2015-11-01 15:07:05.0"
"14639881","Enfant","37","2015-11-01 11:18:08.0"
"14646617","Femme","39 - 42","2015-11-01 18:53:10.0"
"14654930","Enfant","22","2015-11-01 20:26:04.0"
"14656000","Femme","41","2015-11-01 16:47:11.0"
"14658868","Femme","36","2015-11-01 18:23:01.0"
"14661471","Femme","37","2015-11-01 09:58:14.0"
"14663931","Homme","45","2015-11-01 16:03:13.0"
"14663960","Homme","41","2015-11-01 21:36:18.0"
"14678122","Femme","37","2015-11-01 13:24:05.0"
"14705482","Enfant","26","2015-11-01 10:43:02.0"
"14709801","Enfant","24","2015-11-01 13:09:07.0"
"14712948","Homme","45","2015-11-01 19:29:14.0"
"14719945","Homme","43","2015-11-01 12:28:03.0"
"14725525","Homme","42 1/2","2015-11-01 17:59:14.0"
"14737960","Enfant","34","2015-11-01 22:13:05.0"
"14746797","Femme","38","2015-11-01 22:53:00.0"
"14753586","Femme","40","2015-11-01 17:24:01.0"
"14753865","Femme","37","2015-11-01 19:17:09.0"
"14756892","Femme","37 1/3","2015-11-01 19:12:02.0"
"14762002","Enfant","24","2015-11-01 20:57:01.0"
"14762096","Homme","43","2015-11-01 20:45:05.0"
"14763202","Femme","36","2015-11-01 09:04:00.0"
"14771242","Femme","T.U","2015-11-01 08:59:16.0"
"14780310","Femme","39","2015-11-01 09:55:13.0"
"14782194","Femme","38","2015-11-01 10:05:02.0"
"14790973","Femme","36","2015-11-01 21:19:18.0"
"14792058","Enfant","28","2015-11-01 06:33:14.0"
"14797963","Femme","38","2015-11-01 14:47:10.0"
"14798114","Enfant","32","2015-11-01 15:30:06.0"
"14802172","Homme","41","2015-11-01 14:20:09.0"
"14809322","Enfant","39","2015-11-01 09:50:18.0"
"14811755","Femme","36","2015-11-01 16:48:04.0"
"14812854","Femme","40","2015-11-01 17:51:04.0"
"14813800","Enfant","32","2015-11-01 19:11:09.0"
"14818574","Femme","39","2015-11-01 08:16:14.0"
"14848087","Femme","36","2015-11-01 18:09:08.0"
"14849867","Femme","38","2015-11-01 21:29:01.0"
"14863776","Femme","35","2015-11-01 11:15:18.0"
"14868073","Femme","39","2015-11-01 19:42:04.0"
"14881721","Homme","40","2015-11-01 22:01:10.0"
"14881753","Enfant","38","2015-11-01 17:22:15.0"
"14891240","Enfant","34 1/2","2015-11-01 12:11:08.0"
"14893683","Femme","38","2015-11-01 10:34:05.0"
"14898866","Femme","38","2015-11-01 09:15:08.0"
"14899696","Femme","42 2/3","2015-11-01 12:23:15.0"
"14901480","Femme","40","2015-11-01 17:16:03.0"
"14909104","Femme","38","2015-11-01 11:07:11.0"
"14926720","Homme","44","2015-11-01 17:39:15.0"
"14927868","Homme","42","2015-11-01 17:19:05.0"
"14936068","Femme","40","2015-11-01 22:16:06.0"
"14936233","Femme","38","2015-11-01 17:13:12.0"
"14945988","Femme","38","2015-11-01 23:15:06.0"
"14948535","Homme","42","2015-11-01 12:15:09.0"
"14958592","Femme","38","2015-11-01 00:13:17.0"
"14959661","Homme","43","2015-11-01 09:41:01.0"
"14960075","Homme","43","2015-11-01 21:20:06.0"
"14961529","Femme","39","2015-11-01 17:36:16.0"
"14964803","Femme","37","2015-11-01 12:55:04.0"
"14965616","Enfant","33","2015-11-01 15:29:16.0"
"14968620","Enfant","25","2015-11-01 09:55:15.0"
"14973800","Femme","37","2015-11-01 12:20:16.0"
"14975285","Homme","44","2015-11-01 11:34:00.0"
"14996147","Femme","38","2015-11-01 09:09:14.0"
"15009824","Homme","40","2015-11-01 21:13:16.0"
"15016512","Sacs","T.U","2015-11-01 10:20:19.0"
"15023419","Enfant","19 - 21","2015-11-01 20:36:13.0"
"15049014","Femme","37","2015-11-01 20:44:14.0"
"15055617","Femme","37","2015-11-01 11:32:03.0"
"15069182","Femme","39","2015-11-01 11:43:10.0"
"15075770","Homme","45","2015-11-01 21:13:12.0"
"15081512","Femme","38","2015-11-01 13:51:09.0"
"15083213","Femme","40","2015-11-01 19:15:17.0"
"15084487","Femme","39","2015-11-01 12:43:08.0"
"15092301","Homme","42","2015-11-01 10:35:01.0"
"15096582","Femme","41","2015-11-01 17:12:05.0"
"15100756","Femme","39","2015-11-01 00:19:18.0"
"15110205","Femme","40","2015-11-01 20:05:09.0"
"15116483","Homme","43 1/3","2015-11-01 21:50:01.0"
"15119371","Homme","43","2015-11-01 20:07:19.0"
"15120388","Femme","40","2015-11-01 23:01:13.0"
"15121166","Femme","36 - 37","2015-11-01 19:21:13.0"
"15127582","Femme","37","2015-11-01 10:23:08.0"
"15140950","Femme","39","2015-11-01 12:55:18.0"
"15145738","Femme","36","2015-11-01 12:23:11.0"
"15156323","Femme","38","2015-11-01 18:11:06.0"
"15159631","Femme","38","2015-11-01 22:25:01.0"
"15161699","Femme","37 1/2","2015-11-01 10:52:19.0"
"15167902","Femme","40","2015-11-01 20:19:14.0"
"15172266","Femme","39","2015-11-01 23:46:06.0"
"15173596","Femme","35","2015-11-01 13:34:06.0"
"15177672","Femme","39","2015-11-01 19:12:17.0"
"15180001","Femme","40","2015-11-01 12:47:18.0"
"15180637","Homme","45","2015-11-01 19:00:08.0"
"15182981","Femme","36","2015-11-01 22:55:10.0"
"15184668","Enfant","21","2015-11-01 13:58:18.0"
"15204416","Femme","39","2015-11-01 15:31:17.0"
"15210014","Homme","41","2015-11-01 10:08:14.0"
"15218397","Femme","40","2015-11-01 21:02:19.0"
"15221594","Femme","39","2015-11-01 17:49:06.0"
"15229805","Femme","36","2015-11-01 17:48:02.0"
"15232116","Femme","40","2015-11-01 10:29:06.0"
"15238533","Homme","39 1/2","2015-11-01 20:49:18.0"
"15241848","Sacs","T.U","2015-11-01 01:21:03.0"
"15243449","Femme","39","2015-11-01 20:56:08.0"
"15246162","Femme","36 2/3","2015-11-01 07:55:17.0"
"15271987","Homme","46","2015-11-01 19:21:04.0"
"15279657","Femme","39","2015-11-01 17:07:07.0"
"15285890","Femme","39","2015-11-01 11:13:02.0"
"15289830","Femme","42","2015-11-01 00:09:17.0"
"15290527","Enfant","23 - 24","2015-11-01 13:33:07.0"
"15294534","Femme","40","2015-11-01 12:57:07.0"
"15297159","Femme","37 1/2","2015-11-01 18:38:01.0"
"15303025","Femme","39","2015-11-01 17:37:17.0"
"15308906","Femme","39","2015-11-01 13:59:09.0"
"15310647","Femme","38","2015-11-01 12:00:16.0"
"15329426","Femme","42","2015-11-01 14:01:08.0"
"15346122","Femme","41","2015-11-01 07:20:01.0"
"15350308","Homme","46","2015-11-01 11:16:15.0"
"15372184","Femme","37","2015-11-01 15:37:00.0"
"15375083","Homme","41","2015-11-01 16:14:03.0"
"15380969","Femme","38","2015-11-01 10:01:14.0"
"15382674","Enfant","28","2015-11-01 14:53:09.0"
"15385842","Homme","42 2/3","2015-11-01 21:42:16.0"
"15387284","Femme","36","2015-11-01 21:00:11.0"
"15387943","Enfant","20","2015-11-01 19:32:19.0"
"15390779","Enfant","31","2015-11-01 23:24:02.0"
"15391875","Femme","41","2015-11-01 02:46:12.0"
"15394744","Femme","39","2015-11-01 20:24:15.0"
"15402656","Femme","39","2015-11-01 11:19:01.0"
"15404662","Femme","39","2015-11-01 17:24:16.0"
"15414298","Enfant","39","2015-11-01 21:45:13.0"
"15416431","Femme","41","2015-11-01 18:10:16.0"
"15431790","Femme","38","2015-11-01 08:45:01.0"
"15431809","Femme","37","2015-11-01 21:12:07.0"
"15436831","Femme","38","2015-11-01 20:08:08.0"
"15452438","Femme","39","2015-11-01 17:02:04.0"
"15462844","Sacs","T.U","2015-11-01 17:23:17.0"
"15466784","Femme","39","2015-11-01 09:56:16.0"
"15468087","Femme","38","2015-11-01 14:34:03.0"
"15473942","Homme","41","2015-11-01 21:53:07.0"
"15475570","Homme","42","2015-11-01 16:10:09.0"
"15478653","Enfant","43","2015-11-01 22:30:02.0"
"15480535","Homme","45","2015-11-01 17:51:06.0"
"15483469","Femme","38","2015-11-01 14:25:12.0"
"15492613","Femme","39","2015-11-01 14:28:01.0"
"15493499","Homme","42","2015-11-01 21:14:11.0"
"15496520","Femme","38","2015-11-01 13:57:09.0"
"15500073","Homme","42","2015-11-01 17:50:04.0"
"15500904","Enfant","37","2015-11-01 20:01:08.0"
"15508231","Femme","42","2015-11-01 09:28:16.0"
"15512534","Femme","39","2015-11-01 20:46:06.0"
"15514057","Homme","43","2015-11-01 18:20:00.0"
"15514374","Femme","T.U","2015-11-01 23:35:09.0"
"15527198","Femme","39","2015-11-01 22:16:03.0"
"15528775","Femme","36","2015-11-01 09:16:17.0"
"15540815","Enfant","27","2015-11-01 17:54:08.0"
"15541837","Enfant","34","2015-11-01 23:43:18.0"
"15553106","Enfant","37","2015-11-01 16:46:09.0"
"15554863","Homme","43","2015-11-01 19:47:04.0"
"15556806","Homme","42","2015-11-02 21:25:25.0"
"15559541","Femme","40","2015-11-01 14:13:16.0"
"15561950","Femme","T.U","2015-11-01 22:30:15.0"
"15570731","Enfant","26","2015-11-01 10:15:15.0"
"15579429","Femme","41","2015-11-01 23:15:05.0"
"15580500","Femme","39","2015-11-01 17:14:13.0"
"15591132","Femme","39","2015-11-01 12:07:07.0"
"15592549","Homme","45","2015-11-01 12:55:01.0"
"15598363","Femme","39","2015-11-01 19:18:14.0"
"15600774","Femme","38","2015-11-01 21:30:19.0"
"15602520","Homme","45","2015-11-01 22:45:14.0"
"15608395","Femme","38","2015-11-01 10:32:13.0"
"15630319","Femme","41","2015-11-01 23:24:10.0"
"15632465","Femme","39","2015-11-01 07:09:16.0"
"15633646","Homme","44","2015-11-01 15:53:13.0"
"15634208","Femme","38","2015-11-01 17:58:13.0"
"15636132","Homme","46","2015-11-01 23:41:02.0"
"15638176","Femme","38","2015-11-01 18:03:13.0"
"15655313","Femme","40","2015-11-01 21:12:01.0"
"15661478","Femme","38","2015-11-01 21:49:00.0"
"15662345","Homme","43","2015-11-01 21:41:06.0"
"15669393","Femme","39","2015-11-01 11:51:11.0"
"15681191","Enfant","37","2015-11-01 10:44:17.0"
"15685771","Femme","37","2015-11-01 23:10:18.0"
"15687679","Sacs","T.U","2015-11-01 11:11:08.0"
"15687818","Femme","38 - 39","2015-11-01 14:19:04.0"
"15692498","Femme","39","2015-11-01 11:38:18.0"
"15723514","Enfant","31 1/2","2015-11-01 18:15:10.0"
"15725606","Femme","38","2015-11-01 11:10:09.0"
"15727590","Femme","40","2015-11-01 21:36:16.0"
"15731354","Femme","39","2015-11-01 11:25:01.0"
"15731990","Homme","43 1/3","2015-11-03 19:25:59.0"
"15741477","Homme","45","2015-11-01 16:55:11.0"
"15743670","Enfant","35","2015-11-01 10:51:02.0"
"15747293","Enfant","24","2015-11-01 18:49:14.0"
"15759313","Femme","38","2015-11-01 09:09:14.0"
"15760625","Sacs","T.U","2015-11-01 21:22:01.0"
"15762924","Femme","38","2015-11-01 19:39:03.0"
"15763577","Femme","37","2015-11-01 16:11:19.0"
"15770639","Femme","T.U","2015-11-01 23:19:01.0"
"15771469","Homme","42","2015-11-01 02:47:10.0"
"15773969","Femme","41","2015-11-02 02:26:36.0"
"15774993","Femme","39","2015-11-01 21:52:09.0"
"15784438","Homme","44","2015-11-01 22:25:04.0"
"15790631","Femme","37","2015-11-01 12:59:09.0"
"15802923","Femme","37","2015-11-01 09:36:00.0"
"15821415","Homme","44","2015-11-01 16:50:11.0"
"15823605","Femme","36","2015-11-01 14:04:07.0"
"15837738","Femme","40","2015-11-01 15:09:17.0"
"15838413","Enfant","33","2015-11-01 21:21:14.0"
"15848024","Femme","37","2015-11-02 17:07:34.0"
"15855280","Femme","40","2015-11-01 12:19:02.0"
"15865016","Femme","40","2015-11-01 17:16:08.0"
"15871915","Femme","36","2015-11-01 21:42:15.0"
"15883218","Homme","39 - 40","2015-11-01 17:54:07.0"
"15899926","Femme","37","2015-11-01 21:14:13.0"
"15908786","Femme","39","2015-11-01 20:44:07.0"
"15918855","Enfant","24","2015-11-01 23:14:15.0"
"15923917","Femme","38","2015-11-01 18:02:05.0"
"15929570","Homme","42","2015-11-01 11:38:15.0"
"15939780","Femme","39","2015-11-01 20:47:04.0"
"15940449","Homme","41","2015-11-01 10:25:13.0"
"15943979","Femme","38","2015-11-01 00:12:09.0"
"15945741","Femme","39","2015-11-01 12:38:15.0"
"15954194","Homme","45","2015-11-01 11:02:12.0"
"15963589","Accessoires","T.U","2015-11-01 23:27:16.0"
"15965060","Homme","44","2015-11-01 17:15:19.0"
"15969954","Femme","41","2015-11-01 16:20:13.0"
"15983211","Femme","39","2015-11-01 15:07:08.0"
"15983420","Enfant","36","2015-11-01 12:43:18.0"
"15984306","Femme","37","2015-11-01 17:31:01.0"
"15985155","Femme","39","2015-11-01 16:19:06.0"
"15990911","Homme","42","2015-11-01 23:23:06.0"
"15992065","Femme","37","2015-11-01 09:16:17.0"
"16003148","Homme","42","2015-11-01 21:37:16.0"
"16003217","Homme","44","2015-11-01 21:01:03.0"
"16003360","Femme","40","2015-11-01 12:56:13.0"
"16023988","Homme","42 1/2","2015-11-01 20:01:11.0"
"16024979","Femme","39","2015-11-03 22:40:45.0"
"16028428","Enfant","33","2015-11-01 14:11:13.0"
"16032882","Femme","37","2015-11-01 15:57:09.0"
"16035217","Homme","43","2015-11-01 18:01:09.0"
"16038732","Femme","41","2015-11-01 14:37:02.0"
"16039477","Homme","44","2015-11-01 23:07:09.0"
"16039641","Homme","40","2015-11-01 18:20:03.0"
"16055581","Femme","38 1/2","2015-11-01 12:28:10.0"
"16062116","Enfant","25","2015-11-01 23:34:18.0"
"16063106","Femme","38","2015-11-01 18:24:07.0"
"16077334","Femme","38","2015-11-01 19:11:14.0"
"16078526","Femme","40","2015-11-01 10:45:12.0"
"16081326","Homme","42","2015-11-01 15:53:02.0"
"16081469","Femme","40","2015-11-01 22:02:12.0"
"16081964","Femme","41","2015-11-01 21:51:17.0"
"16089630","Femme","39","2015-11-01 21:43:02.0"
"16094745","Femme","37","2015-11-01 22:57:03.0"
"16100092","Femme","40","2015-11-01 10:34:05.0"
"16103563","Femme","39 - 41","2015-11-01 12:01:09.0"
"16103716","Femme","38 1/2","2015-11-01 14:27:18.0"
"16107397","Femme","36","2015-11-01 19:42:17.0"
"16112058","Femme","40","2015-11-01 09:13:15.0"
"16119880","Femme","36","2015-11-01 08:27:13.0"
"16136659","Femme","37","2015-11-01 17:43:18.0"
"16141373","Femme","39","2015-11-01 17:38:14.0"
"16144778","Femme","38","2015-11-01 22:34:17.0"
"16152245","Enfant","34","2015-11-01 20:58:08.0"
"16154579","Enfant","24","2015-11-01 17:21:11.0"
"16161217","Femme","37","2015-11-01 20:48:18.0"
"16174671","Femme","41","2015-11-01 16:10:04.0"
"16179305","Femme","T.U","2015-11-01 12:12:04.0"
"16180693","Femme","39","2015-11-01 13:19:04.0"
"16184073","Femme","40","2015-11-01 16:47:13.0"
"16194458","Femme","39","2015-11-01 18:19:01.0"
"16205749","Femme","39","2015-11-01 17:04:18.0"
"16208723","Femme","38","2015-11-01 18:33:03.0"
"16210781","Femme","41","2015-11-01 13:10:01.0"
"16212398","Femme","36 1/2","2015-11-01 20:10:18.0"
"16216006","Femme","40","2015-11-01 22:12:05.0"
"16223334","Sacs","T.U","2015-11-01 18:14:16.0"
"16224778","Femme","T.U","2015-11-01 20:07:10.0"
"16226317","Femme","39","2015-11-01 20:06:07.0"
"16234422","Femme","40","2015-11-01 20:58:01.0"
"16252482","Accessoires","T.U","2015-11-03 10:43:57.0"
"16258163","Homme","44","2015-11-01 22:06:18.0"
"16258434","Homme","41","2015-11-01 18:12:00.0"
"16268374","Femme","40","2015-11-03 16:17:45.0"
"16270302","Femme","39","2015-11-01 08:46:07.0"
"16281709","Enfant","34","2015-11-01 19:04:02.0"
"16288810","Femme","35","2015-11-01 22:29:08.0"
"16289865","Femme","37","2015-11-01 16:19:17.0"
"16290304","Enfant","25","2015-11-01 21:33:13.0"
"16290442","Homme","42","2015-11-01 18:47:11.0"
"16291875","Femme","36","2015-11-01 20:40:16.0"
"16292565","Femme","40","2015-11-01 20:41:05.0"
"16296440","Homme","44","2015-11-01 22:42:07.0"
"16301141","Homme","42","2015-11-01 20:40:14.0"
"16307734","Femme","41","2015-11-01 15:49:06.0"
"16308371","Femme","41","2015-11-01 17:46:06.0"
"16312317","Homme","41","2015-11-01 17:21:18.0"
"16315552","Femme","38","2015-11-01 19:52:00.0"
"16321990","Femme","40","2015-11-01 20:27:01.0"
"16323103","Femme","36","2015-11-01 20:14:15.0"
"16338279","Femme","36","2015-11-01 15:25:11.0"
"16339931","Femme","40","2015-11-01 13:57:02.0"
"16342205","Femme","40","2015-11-01 07:38:08.0"
"16347196","Femme","39","2015-11-01 20:55:04.0"
"16348280","Femme","38 1/2","2015-11-01 22:20:10.0"
"16355729","Femme","37","2015-11-01 08:08:03.0"
"16364151","Femme","36","2015-11-01 13:50:01.0"
"16372386","Homme","40","2015-11-01 15:57:04.0"
"16374009","Femme","38","2015-11-01 13:26:08.0"
"16378849","Homme","41","2015-11-01 09:38:14.0"
"16379229","Femme","38","2015-11-01 07:57:19.0"
"16389088","Femme","38","2015-11-01 22:29:18.0"
"16403888","Femme","41","2015-11-01 19:50:04.0"
"16403993","Femme","T.U","2015-11-01 16:20:11.0"
"16409424","Femme","39","2015-11-01 13:57:06.0"
"16415548","Femme","39","2015-11-01 14:38:17.0"
"16436477","Femme","38","2015-11-01 15:46:05.0"
"16452718","Homme","42","2015-11-01 16:49:19.0"
"16457561","Femme","38","2015-11-01 18:11:19.0"
"16457667","Femme","40","2015-11-01 19:59:11.0"
"16476182","Accessoires","T.U","2015-11-01 14:53:10.0"
"16478024","Enfant","19","2015-11-01 10:59:07.0"
"16481364","Enfant","38 1/2","2015-11-01 20:37:00.0"
"16482513","Enfant","23","2015-11-01 18:03:17.0"
"16488816","Homme","41","2015-11-01 17:21:12.0"
"16492800","Homme","43 1/3","2015-11-01 19:58:01.0"
"16506061","Femme","39","2015-11-01 19:44:18.0"
"16506583","Femme","36","2015-11-01 17:21:09.0"
"16507355","Homme","42","2015-11-01 20:58:01.0"
"16511234","Femme","39","2015-11-01 17:41:17.0"
"16524981","Femme","41","2015-11-01 23:06:01.0"
"16532660","Femme","39","2015-11-01 09:19:03.0"
"16536181","Homme","41","2015-11-01 15:22:14.0"
"16539870","Homme","39 1/3","2015-11-01 20:38:00.0"
"16553604","Femme","39","2015-11-01 21:20:05.0"
"16554701","Femme","37","2015-11-01 20:01:11.0"
"16556899","Femme","39","2015-11-01 14:44:13.0"
"16558125","Femme","40","2015-11-01 20:53:17.0"
"16560137","Femme","38","2015-11-01 10:41:03.0"
"16571035","Femme","39","2015-11-01 12:21:16.0"
"16571845","Sacs","T.U","2015-11-01 18:59:03.0"
"16585042","Enfant","31","2015-11-01 22:13:08.0"
"16586476","Femme","39","2015-11-01 00:31:13.0"
"16587194","Femme","37","2015-11-01 10:50:16.0"
"16590901","Femme","40","2015-11-01 09:47:00.0"
"16592772","Homme","44","2015-11-01 15:56:01.0"
"16593811","Femme","39","2015-11-01 21:45:13.0"
"16598699","Femme","42","2015-11-01 18:22:06.0"
"16602568","Femme","37 1/3","2015-11-01 18:57:04.0"
"16606780","Homme","43","2015-11-01 22:01:07.0"
"16615476","Enfant","39","2015-11-01 22:19:12.0"
"16626630","Homme","42","2015-11-01 12:19:18.0"
"16637351","Femme","38","2015-11-01 18:08:00.0"
"16638658","Femme","40","2015-11-01 17:38:04.0"
"16648886","Enfant","39","2015-11-01 15:48:02.0"
"16662985","Homme","41 1/2","2015-11-01 12:10:17.0"
"16665586","Femme","39","2015-11-01 16:47:18.0"
"16667079","Homme","38","2015-11-01 14:35:15.0"
"16670470","Enfant","27","2015-11-01 09:16:06.0"
"16675153","Homme","40","2015-11-01 11:10:18.0"
"16687313","Femme","36","2015-11-01 18:41:07.0"
"16688767","Enfant","25","2015-11-01 15:38:04.0"
"16693609","Femme","39","2015-11-01 23:20:18.0"
"16701502","Femme","39","2015-11-01 14:47:18.0"
"16701925","Sacs","T.U","2015-11-01 20:12:16.0"
"16701993","Enfant","35","2015-11-01 13:31:10.0"
"16703229","Homme","40","2015-11-01 13:58:04.0"
"16712436","Enfant","36 1/2","2015-11-01 17:23:19.0"
"16716490","Femme","39","2015-11-01 09:23:19.0"
"16717803","Homme","44","2015-11-01 19:46:13.0"
"16721157","Femme","39","2015-11-01 12:23:07.0"
"16725554","Femme","36","2015-11-01 20:47:15.0"
"16726088","Sacs","T.U","2015-11-01 08:40:19.0"
"16727456","Femme","38 2/3","2015-11-01 15:39:17.0"
"16727559","Femme","40","2015-11-01 15:50:10.0"
"16730932","Enfant","32","2015-11-01 13:00:18.0"
"16739734","Homme","44","2015-11-01 22:22:12.0"
"16743075","Enfant","36 1/2","2015-11-01 10:26:05.0"
"16750034","Femme","39","2015-11-01 19:26:03.0"
"16767932","Homme","43","2015-11-01 17:59:07.0"
"16769362","Femme","39","2015-11-01 22:19:03.0"
"16776213","Homme","46","2015-11-01 19:15:10.0"
"16786902","Femme","38","2015-11-01 10:40:08.0"
"16791950","Femme","40","2015-11-01 20:14:14.0"
"16794440","Enfant","32","2015-11-01 21:23:10.0"
"16796568","Femme","39","2015-11-01 18:33:18.0"
"16802075","Femme","40","2015-11-01 09:09:10.0"
"16808107","Homme","43","2015-11-01 21:41:17.0"
"16826548","Femme","37","2015-11-01 18:34:08.0"
"16826573","Femme","41","2015-11-01 17:36:08.0"
"16827147","Femme","37","2015-11-02 12:03:37.0"
"16827264","Femme","39","2015-11-01 16:32:19.0"
"16833287","Femme","35","2015-11-01 20:58:00.0"
"16846536","Femme","40","2015-11-01 13:48:19.0"
"16886590","Enfant","24","2015-11-01 21:24:01.0"
"16886663","Homme","41","2015-11-01 20:36:00.0"
"16888267","Enfant","33","2015-11-01 20:53:01.0"
"16890213","Femme","40","2015-11-01 12:19:00.0"
"16891350","Enfant","34 1/2","2015-11-01 16:20:04.0"
