departement;code_postal;commune;geocodage_x_GPS;geocodage_y_GPS
94;94470;Boissy-Saint-Léger;2.50352931;48.75352778
94;94500;Champigny-sur-Marne;2.55052479;48.80695848
94;94220;Charenton-le-Pont;2.41068074;48.82241074
94;94430;Chennevières-sur-Marne;2.53177079;48.79889258
94;94600;Choisy-le-Roi;2.40603644;48.7639273
94;94000;Créteil;2.45969001;48.77421155
94;94120;Fontenay-sous-Bois;2.47577457;48.84915268
94;94200;Ivry-sur-Seine;2.3908363;48.81431889
94;94240;L'Haÿ-les-Roses;2.33104227;48.77741158
94;94700;Maisons-Alfort;2.43733271;48.80418974
94;94130;Nogent-sur-Marne;2.48287689;48.83615675
94;94100;Saint-Maur-des-Fossés;2.48972365;48.79569428
94;94190;Villeneuve-Saint-Georges;2.44680784;48.73619932
94;94300;Vincennes;2.43817949;48.84650583
94;94400;Vitry-sur-Seine;2.39301014;48.78439245
94;94270;Le-Kremlin-Bicêtre;2.34565612;48.80581534
95;95100;Argenteuil;2.25527895;48.94509256
95;95880;Enghien-les-Bains;2.30778911;48.96920967
95;95120;Ermont;2.24785125;48.98991641
95;95220;Herblay;2.16362982;48.98963924
95;95870;Bezons;2.2144014;48.928839
95;95000;Cergy;2.08483762;49.03807466
95;95170;Deuil-la-Barre;2.31852676;48.96770793
95;95130;Franconville;2.22746372;48.98488801
95;95140;Garges-lès-Gonesse;2.39927854;48.97155857
95;95500;Gonesse;2.44833168;48.98448833
95;95190;Goussainville;2.45212981;49.03003151
95;95280;Jouy-le-Moutier;2.02492162;49.0201333
95;95200;Sarcelles;2.36901598;48.97789009
95;95150;Taverny;2.23292584;49.02320496
95;95400;Villiers-le-Bel;2.40618683;49.0017651
971;97100;Basse-Terre;-61.72870082;15.99229226
971;97130;Capesterre-Belle-Eau;-61.56288643;16.04558245
971;97139;Les-Abymes;-61.524151;16.2422137
972;97200;Fort-de-France;-61.07006285;14.60618203
972;97232;Le-Lamentin;-60.99461853;14.61906045
973;97300;Cayenne;-52.33276423;4.93852317
974;97432;Saint-Pierre;55.468294;-21.285163
974;97420;Le-Port;55.29073932;-20.93735884
974;97440;Saint-André;55.65216079;-20.96147406
974;97400;Saint-Denis;55.45216642;-20.88659731
974;97410;Saint-Pierre;55.46829889;-21.342949
974;97490;Saint-Denis;55.487561;-20.901431
976;97600;Mamoudzou;45.22796;-12.77975
987;98713;Papeete;-149.570765;-17.54314
988;98800;Nouméa;166.44364;-22.27462
988;98800;Nouméa;166.46397;-22.27007
988;98800;Nouméa;166.46386;-22.23335
988;98800;Nouméa;166.457;-22.25305
988;98800;Nouméa;166.45292;-22.28784
